step,part_id,type_id,color_id,x_mm,y_mm,bottom_z_mm,rotation_z_deg,insertion_axis,lower_support_ids,contact_stud_sites,physical_fit,retention
198,DUC-R3-0208,BR-02x08-H096,c0,52,-4,73.6,0,-Z,DUC-R3-0178;DUC-R3-0182,10,UNKNOWN,UNKNOWN
199,DUC-R3-0200,BR-02x04-H096,c0,-4,20,73.6,0,-Z,DUC-R3-0175,8,UNKNOWN,UNKNOWN
200,DUC-R3-0187,BR-01x02-H096,c0,-72,36,73.6,0,-Z,DUC-R3-0163,2,UNKNOWN,UNKNOWN
201,DUC-R3-0190,BR-02x08-H096,c0,-60,36,73.6,0,-Z,DUC-R3-0164;DUC-R3-0165;DUC-R3-0166,16,UNKNOWN,UNKNOWN
202,DUC-R3-0210,BR-02x06-H096,c0,68,36,73.6,0,-Z,DUC-R3-0185;DUC-R3-0186,12,UNKNOWN,UNKNOWN
203,DUC-R3-0209,BR-02x04-H096,c0,52,60,73.6,0,-Z,DUC-R3-0183,8,UNKNOWN,UNKNOWN
204,DUC-R3-0201,BR-02x08-H096,c0,-4,68,73.6,0,-Z,DUC-R3-0171;DUC-R3-0173;DUC-R3-0175;DUC-R3-0176,16,UNKNOWN,UNKNOWN
205,DUC-R3-0191,BR-01x02-H096,c0,-60,72,73.6,270,-Z,DUC-R3-0166,2,UNKNOWN,UNKNOWN
206,DUC-R3-0193,BR-02x04-H096,c0,-44,76,73.6,0,-Z,DUC-R3-0166,4,UNKNOWN,UNKNOWN
207,DUC-R3-0197,BR-02x03-H096,c0,-24,84,73.6,270,-Z,DUC-R3-0171,6,UNKNOWN,UNKNOWN
208,DUC-R3-0205,BR-02x06-H096,c0,36,84,73.6,270,-Z,DUC-R3-0171;DUC-R3-0180,8,UNKNOWN,UNKNOWN
209,DUC-R3-0198,CT-04C-H096-15e33fd0c4,c0,-8,100,73.6,270,-Z,DUC-R3-0173,4,UNKNOWN,UNKNOWN
210,DUC-R3-0202,BR-02x03-H096,c0,16,100,73.6,270,-Z,DUC-R3-0173,2,UNKNOWN,UNKNOWN
211,DUC-R3-0221,CT-16C-H096-6106604ce2,c1,4,-96,83.2,270,-Z,DUC-R3-0195,8,UNKNOWN,UNKNOWN
212,DUC-R3-0219,BR-02x04-H096,c1,-20,-76,83.2,270,-Z,DUC-R3-0195,4,UNKNOWN,UNKNOWN
213,DUC-R3-0227,BR-01x02-H096,c1,0,-76,83.2,0,-Z,DUC-R3-0195,2,UNKNOWN,UNKNOWN
214,DUC-R3-0229,BR-02x02-H096,c1,20,-76,83.2,0,-Z,DUC-R3-0203,4,UNKNOWN,UNKNOWN
215,DUC-R3-0220,CT-03C-H096-c1d6f05dcc,c1,-28,-60,83.2,90,-Z,DUC-R3-0195;DUC-R3-0196,3,UNKNOWN,UNKNOWN
216,DUC-R3-0230,BR-01x02-H096,c0,16,-60,83.2,0,-Z,DUC-R3-0203;DUC-R3-0204,2,UNKNOWN,UNKNOWN
217,DUC-R3-0232,CT-03C-H096-c1d6f05dcc,c1,28,-60,83.2,0,-Z,DUC-R3-0203;DUC-R3-0204,2,UNKNOWN,UNKNOWN
218,DUC-R3-0233,CT-11C-H096-87c8dc469d,c0,44,-52,83.2,270,-Z,DUC-R3-0207,4,UNKNOWN,UNKNOWN
219,DUC-R3-0216,CT-09C-H096-2f6410248c,c0,-36,-48,83.2,270,-Z,DUC-R3-0192;DUC-R3-0196,9,UNKNOWN,UNKNOWN
220,DUC-R3-0223,BR-02x06-H096,c0,-4,-44,83.2,0,-Z,DUC-R3-0195;DUC-R3-0199,12,UNKNOWN,UNKNOWN
221,DUC-R3-0211,BR-02x04-H096,c0,-52,-28,83.2,270,-Z,DUC-R3-0188;DUC-R3-0192,8,UNKNOWN,UNKNOWN
222,DUC-R3-0234,BR-02x03-H096,c0,52,-24,83.2,0,-Z,DUC-R3-0208,6,UNKNOWN,UNKNOWN
223,DUC-R3-0212,BR-01x02-H096,c0,-60,-16,83.2,270,-Z,DUC-R3-0188,2,UNKNOWN,UNKNOWN
224,DUC-R3-0224,BR-01x02-H096,c0,-4,-16,83.2,270,-Z,DUC-R3-0199,2,UNKNOWN,UNKNOWN
225,DUC-R3-0213,BR-02x08-H096,c0,-36,-4,83.2,270,-Z,DUC-R3-0188;DUC-R3-0189;DUC-R3-0194,16,UNKNOWN,UNKNOWN
226,DUC-R3-0228,BR-02x08-H096,c0,28,-4,83.2,270,-Z,DUC-R3-0194;DUC-R3-0206;DUC-R3-0208,16,UNKNOWN,UNKNOWN
227,DUC-R3-0214,BR-01x02-H096,c0,-60,8,83.2,270,-Z,DUC-R3-0190,2,UNKNOWN,UNKNOWN
228,DUC-R3-0235,BR-02x02-H096,c0,52,12,83.2,0,-Z,DUC-R3-0208,4,UNKNOWN,UNKNOWN
229,DUC-R3-0225,BR-02x08-H096,c0,-4,36,83.2,0,-Z,DUC-R3-0200;DUC-R3-0201,16,UNKNOWN,UNKNOWN
230,DUC-R3-0215,BR-02x08-H096,c0,-60,44,83.2,0,-Z,DUC-R3-0190;DUC-R3-0191,16,UNKNOWN,UNKNOWN
231,DUC-R3-0238,BR-02x04-H096,c0,68,44,83.2,0,-Z,DUC-R3-0210,8,UNKNOWN,UNKNOWN
232,DUC-R3-0236,BR-02x08-H096,c0,52,52,83.2,0,-Z,DUC-R3-0205;DUC-R3-0208;DUC-R3-0209,12,UNKNOWN,UNKNOWN
233,DUC-R3-0217,BR-02x02-H096,c0,-44,68,83.2,0,-Z,DUC-R3-0193,4,UNKNOWN,UNKNOWN
234,DUC-R3-0226,CT-04C-H096-8e241044a8,c0,-4,80,83.2,180,-Z,DUC-R3-0201,4,UNKNOWN,UNKNOWN
235,DUC-R3-0218,BR-02x06-H096,c0,-28,84,83.2,270,-Z,DUC-R3-0193;DUC-R3-0197;DUC-R3-0201,12,UNKNOWN,UNKNOWN
236,DUC-R3-0231,BR-02x04-H096,c0,28,84,83.2,270,-Z,DUC-R3-0205,8,UNKNOWN,UNKNOWN
237,DUC-R3-0237,BR-01x02-H096,c0,52,88,83.2,270,-Z,DUC-R3-0205,2,UNKNOWN,UNKNOWN
238,DUC-R3-0222,BR-02x06-H096,c0,4,100,83.2,270,-Z,DUC-R3-0198;DUC-R3-0201;DUC-R3-0202,12,UNKNOWN,UNKNOWN
239,DUC-R3-0248,BR-01x04-H096,c1,-4,-104,92.8,270,-Z,DUC-R3-0221,4,UNKNOWN,UNKNOWN
240,DUC-R3-0249,BR-02x06-H096,c1,4,-92,92.8,270,-Z,DUC-R3-0221,12,UNKNOWN,UNKNOWN
241,DUC-R3-0250,CT-05C-H096-e7674de05c,c1,-8,-76,92.8,90,-Z,DUC-R3-0219;DUC-R3-0227,5,UNKNOWN,UNKNOWN
242,DUC-R3-0255,BR-02x02-H096,c1,20,-76,92.8,0,-Z,DUC-R3-0229,4,UNKNOWN,UNKNOWN
243,DUC-R3-0247,CT-09C-H096-2f6410248c,c0,-12,-64,92.8,270,-Z,DUC-R3-0219;DUC-R3-0220;DUC-R3-0223,7,UNKNOWN,UNKNOWN
244,DUC-R3-0256,BR-02x02-H096,c0,20,-60,92.8,0,-Z,DUC-R3-0230;DUC-R3-0232,4,UNKNOWN,UNKNOWN
245,DUC-R3-0241,CT-07C-H096-e10d9a04a7,c2,-40,-56,92.8,90,-Z,DUC-R3-0216;DUC-R3-0220,3,UNKNOWN,UNKNOWN
246,DUC-R3-0257,CT-05C-H096-c763985811,c2,36,-56,92.8,180,-Z,DUC-R3-0232;DUC-R3-0233,5,UNKNOWN,UNKNOWN
247,DUC-R3-0258,CT-03C-H096-c1d6f05dcc,c0,36,-44,92.8,270,-Z,DUC-R3-0233,3,UNKNOWN,UNKNOWN
248,DUC-R3-0242,CT-07C-H096-48e06b5e1e,c0,-44,-36,92.8,0,-Z,DUC-R3-0211;DUC-R3-0216,7,UNKNOWN,UNKNOWN
249,DUC-R3-0252,BR-02x08-H096,c0,-4,-20,92.8,0,-Z,DUC-R3-0213;DUC-R3-0223;DUC-R3-0224;DUC-R3-0225;DUC-R3-0228,16,UNKNOWN,UNKNOWN
250,DUC-R3-0261,CT-24C-H096-60744f3966,c0,60,-20,92.8,0,-Z,DUC-R3-0228;DUC-R3-0233;DUC-R3-0234;DUC-R3-0235,16,UNKNOWN,UNKNOWN
251,DUC-R3-0239,CT-18C-H096-e47607893e,c0,-52,-4,92.8,0,-Z,DUC-R3-0211;DUC-R3-0212;DUC-R3-0213;DUC-R3-0214;DUC-R3-0215,16,UNKNOWN,UNKNOWN
252,DUC-R3-0243,BR-02x04-H096,c0,-36,-4,92.8,270,-Z,DUC-R3-0213,8,UNKNOWN,UNKNOWN
253,DUC-R3-0251,BR-01x02-H096,c0,-16,-4,92.8,0,-Z,DUC-R3-0213,2,UNKNOWN,UNKNOWN
254,DUC-R3-0254,BR-02x04-H096,c0,20,-4,92.8,270,-Z,DUC-R3-0228,8,UNKNOWN,UNKNOWN
255,DUC-R3-0260,BR-01x02-H096,c0,40,-4,92.8,0,-Z,DUC-R3-0228,2,UNKNOWN,UNKNOWN
256,DUC-R3-0253,BR-02x04-H096,c0,-4,28,92.8,0,-Z,DUC-R3-0225,8,UNKNOWN,UNKNOWN
257,DUC-R3-0259,CT-24C-H096-5f7a42e330,c0,44,44,92.8,180,-Z,DUC-R3-0235;DUC-R3-0236,16,UNKNOWN,UNKNOWN
258,DUC-R3-0240,BR-02x02-H096,c0,-60,52,92.8,0,-Z,DUC-R3-0215,4,UNKNOWN,UNKNOWN
259,DUC-R3-0244,BR-02x08-H096,c0,-44,52,92.8,0,-Z,DUC-R3-0217;DUC-R3-0218,6,UNKNOWN,UNKNOWN
260,DUC-R3-0246,BR-02x08-H096,c0,-4,52,92.8,270,-Z,DUC-R3-0225,4,UNKNOWN,UNKNOWN
261,DUC-R3-0245,BR-01x02-H096,c0,-44,88,92.8,270,-Z,DUC-R3-0218,2,UNKNOWN,UNKNOWN
262,DUC-R3-0271,BR-01x02-H096,c1,4,-80,102.4,270,-Z,DUC-R3-0250,1,UNKNOWN,UNKNOWN
263,DUC-R3-0272,BR-01x02-H096,c0,4,-72,102.4,270,-Z,DUC-R3-0250,1,UNKNOWN,UNKNOWN
264,DUC-R3-0264,CT-07C-H096-19b018b623,c2,-36,-60,102.4,270,-Z,DUC-R3-0241;DUC-R3-0247,7,UNKNOWN,UNKNOWN
265,DUC-R3-0277,BR-01x02-H096,c0,24,-60,102.4,0,-Z,DUC-R3-0256,2,UNKNOWN,UNKNOWN
266,DUC-R3-0279,BR-02x04-H096,c2,44,-60,102.4,270,-Z,DUC-R3-0257,4,UNKNOWN,UNKNOWN
267,DUC-R3-0267,CT-09C-H096-c77ac71faf,c0,-24,-52,102.4,180,-Z,DUC-R3-0247,3,UNKNOWN,UNKNOWN
268,DUC-R3-0270,BR-04x04-H096,c0,4,-52,102.4,0,-Z,DUC-R3-0247;DUC-R3-0252;DUC-R3-0256,10,UNKNOWN,UNKNOWN
269,DUC-R3-0282,BR-01x02-H096,c0,56,-44,102.4,0,-Z,DUC-R3-0261,2,UNKNOWN,UNKNOWN
270,DUC-R3-0262,BR-04x06-H096,c0,-52,-28,102.4,0,-Z,DUC-R3-0239;DUC-R3-0241;DUC-R3-0242;DUC-R3-0243,18,UNKNOWN,UNKNOWN
271,DUC-R3-0278,BR-04x06-H096,c0,36,-28,102.4,0,-Z,DUC-R3-0254;DUC-R3-0257;DUC-R3-0258;DUC-R3-0260;DUC-R3-0261,13,UNKNOWN,UNKNOWN
272,DUC-R3-0268,BR-04x06-H096,c0,-12,-20,102.4,270,-Z,DUC-R3-0243;DUC-R3-0251;DUC-R3-0252;DUC-R3-0254,12,UNKNOWN,UNKNOWN
273,DUC-R3-0274,BR-01x04-H096,c0,16,-20,102.4,0,-Z,DUC-R3-0254,1,UNKNOWN,UNKNOWN
274,DUC-R3-0283,BR-02x06-H096,c0,60,-12,102.4,0,-Z,DUC-R3-0261,10,UNKNOWN,UNKNOWN
275,DUC-R3-0284,BR-01x06-H096,c0,72,-12,102.4,0,-Z,DUC-R3-0261,4,UNKNOWN,UNKNOWN
276,DUC-R3-0280,BR-01x02-H096,c0,48,4,102.4,0,-Z,DUC-R3-0261,2,UNKNOWN,UNKNOWN
277,DUC-R3-0263,BR-02x04-H096,c0,-60,12,102.4,0,-Z,DUC-R3-0239,8,UNKNOWN,UNKNOWN
278,DUC-R3-0265,BR-04x06-H096,c0,-28,12,102.4,270,-Z,DUC-R3-0239;DUC-R3-0243;DUC-R3-0244;DUC-R3-0251;DUC-R3-0252;DUC-R3-0253,13,UNKNOWN,UNKNOWN
279,DUC-R3-0273,BR-04x06-H096,c0,20,12,102.4,270,-Z,DUC-R3-0252;DUC-R3-0253;DUC-R3-0254;DUC-R3-0260,9,UNKNOWN,UNKNOWN
280,DUC-R3-0281,BR-02x02-H096,c0,52,20,102.4,0,-Z,DUC-R3-0259,4,UNKNOWN,UNKNOWN
281,DUC-R3-0266,BR-02x02-H096,c0,-44,36,102.4,0,-Z,DUC-R3-0244,4,UNKNOWN,UNKNOWN
282,DUC-R3-0275,BR-02x06-H096,c0,36,36,102.4,270,-Z,DUC-R3-0259,4,UNKNOWN,UNKNOWN
283,DUC-R3-0269,BR-04x06-H096,c0,-12,44,102.4,270,-Z,DUC-R3-0246;DUC-R3-0253,16,UNKNOWN,UNKNOWN
284,DUC-R3-0276,BR-02x02-H096,c0,20,52,102.4,0,-Z,DUC-R3-0246,4,UNKNOWN,UNKNOWN
285,DUC-R3-0293,CT-17C-H096-59541c1f04,c0,-8,-68,112.0,90,-Z,DUC-R3-0267;DUC-R3-0270;DUC-R3-0271;DUC-R3-0272,13,UNKNOWN,UNKNOWN
286,DUC-R3-0287,CT-06C-H096-88c8e83714,c2,-36,-60,112.0,270,-Z,DUC-R3-0264,6,UNKNOWN,UNKNOWN
287,DUC-R3-0300,BR-02x02-H096,c0,20,-60,112.0,0,-Z,DUC-R3-0270;DUC-R3-0277,4,UNKNOWN,UNKNOWN
288,DUC-R3-0301,BR-02x02-H096,c2,36,-60,112.0,0,-Z,DUC-R3-0279,4,UNKNOWN,UNKNOWN
289,DUC-R3-0288,CT-05C-H096-c763985811,c0,-44,-48,112.0,0,-Z,DUC-R3-0262;DUC-R3-0264,5,UNKNOWN,UNKNOWN
290,DUC-R3-0302,BR-02x02-H096,c0,36,-44,112.0,0,-Z,DUC-R3-0278,4,UNKNOWN,UNKNOWN
291,DUC-R3-0295,BR-02x04-H096,c0,-4,-36,112.0,0,-Z,DUC-R3-0268;DUC-R3-0270,8,UNKNOWN,UNKNOWN
292,DUC-R3-0304,BR-02x04-H096,c0,52,-36,112.0,0,-Z,DUC-R3-0278;DUC-R3-0282;DUC-R3-0283,8,UNKNOWN,UNKNOWN
293,DUC-R3-0285,BR-02x08-H096,c0,-60,-20,112.0,0,-Z,DUC-R3-0262;DUC-R3-0263,16,UNKNOWN,UNKNOWN
294,DUC-R3-0296,BR-01x02-H096,c0,-4,-16,112.0,270,-Z,DUC-R3-0268,2,UNKNOWN,UNKNOWN
295,DUC-R3-0308,BR-02x06-H096,c0,68,-12,112.0,0,-Z,DUC-R3-0283;DUC-R3-0284,12,UNKNOWN,UNKNOWN
296,DUC-R3-0289,BR-02x04-H096,c0,-36,-4,112.0,270,-Z,DUC-R3-0262;DUC-R3-0265;DUC-R3-0268,8,UNKNOWN,UNKNOWN
297,DUC-R3-0294,BR-01x02-H096,c0,-16,-4,112.0,0,-Z,DUC-R3-0265;DUC-R3-0268,2,UNKNOWN,UNKNOWN
298,DUC-R3-0297,BR-02x08-H096,c0,20,-4,112.0,270,-Z,DUC-R3-0265;DUC-R3-0268;DUC-R3-0273;DUC-R3-0274;DUC-R3-0278;DUC-R3-0280,16,UNKNOWN,UNKNOWN
299,DUC-R3-0307,BR-01x02-H096,c0,56,-4,112.0,0,-Z,DUC-R3-0283,2,UNKNOWN,UNKNOWN
300,DUC-R3-0286,BR-02x02-H096,c0,-60,20,112.0,0,-Z,DUC-R3-0263,4,UNKNOWN,UNKNOWN
301,DUC-R3-0298,BR-02x04-H096,c0,-4,20,112.0,0,-Z,DUC-R3-0265;DUC-R3-0269;DUC-R3-0273,8,UNKNOWN,UNKNOWN
302,DUC-R3-0305,BR-02x04-H096,c0,52,20,112.0,0,-Z,DUC-R3-0275;DUC-R3-0280;DUC-R3-0281;DUC-R3-0283,8,UNKNOWN,UNKNOWN
303,DUC-R3-0290,BR-02x04-H096,c0,-44,28,112.0,0,-Z,DUC-R3-0265;DUC-R3-0266,8,UNKNOWN,UNKNOWN
304,DUC-R3-0291,BR-02x02-H096,c0,-28,36,112.0,0,-Z,DUC-R3-0269,4,UNKNOWN,UNKNOWN
305,DUC-R3-0299,BR-01x02-H096,c0,-4,40,112.0,270,-Z,DUC-R3-0269,2,UNKNOWN,UNKNOWN
306,DUC-R3-0306,BR-01x02-H096,c0,52,40,112.0,270,-Z,DUC-R3-0275,2,UNKNOWN,UNKNOWN
307,DUC-R3-0303,BR-02x04-H096,c0,36,44,112.0,0,-Z,DUC-R3-0275,4,UNKNOWN,UNKNOWN
308,DUC-R3-0292,BR-02x08-H096,c0,-4,52,112.0,270,-Z,DUC-R3-0269;DUC-R3-0276,16,UNKNOWN,UNKNOWN
309,DUC-R3-0318,BR-02x04-H096,c0,-4,-76,121.6,270,-Z,DUC-R3-0293,8,UNKNOWN,UNKNOWN
310,DUC-R3-0314,BR-02x08-H096,c0,-20,-60,121.6,270,-Z,DUC-R3-0287;DUC-R3-0288;DUC-R3-0293,16,UNKNOWN,UNKNOWN
311,DUC-R3-0324,BR-02x04-H096,c0,28,-60,121.6,270,-Z,DUC-R3-0300;DUC-R3-0301,8,UNKNOWN,UNKNOWN
312,DUC-R3-0319,BR-01x02-H096,c0,-4,-48,121.6,270,-Z,DUC-R3-0295,2,UNKNOWN,UNKNOWN
313,DUC-R3-0309,BR-02x04-H096,c0,-52,-44,121.6,270,-Z,DUC-R3-0285;DUC-R3-0288,8,UNKNOWN,UNKNOWN
314,DUC-R3-0325,BR-02x04-H096,c0,44,-44,121.6,270,-Z,DUC-R3-0302;DUC-R3-0304,8,UNKNOWN,UNKNOWN
315,DUC-R3-0320,BR-02x04-H096,c0,-4,-28,121.6,0,-Z,DUC-R3-0295;DUC-R3-0296,8,UNKNOWN,UNKNOWN
316,DUC-R3-0328,BR-02x04-H096,c0,60,-28,121.6,270,-Z,DUC-R3-0304;DUC-R3-0308,8,UNKNOWN,UNKNOWN
317,DUC-R3-0310,BR-02x03-H096,c0,-60,-24,121.6,0,-Z,DUC-R3-0285,6,UNKNOWN,UNKNOWN
318,DUC-R3-0311,BR-02x08-H096,c0,-36,-4,121.6,270,-Z,DUC-R3-0285;DUC-R3-0289;DUC-R3-0294;DUC-R3-0297,16,UNKNOWN,UNKNOWN
319,DUC-R3-0323,BR-02x08-H096,c0,36,-4,121.6,270,-Z,DUC-R3-0297;DUC-R3-0307;DUC-R3-0308,16,UNKNOWN,UNKNOWN
320,DUC-R3-0330,CT-06C-H096-579600b9e3,c0,68,-4,121.6,180,-Z,DUC-R3-0308,6,UNKNOWN,UNKNOWN
321,DUC-R3-0321,CT-04C-H096-15e33fd0c4,c0,-4,0,121.6,180,-Z,DUC-R3-0297;DUC-R3-0298,4,UNKNOWN,UNKNOWN
322,DUC-R3-0312,BR-01x02-H096,c0,-60,8,121.6,270,-Z,DUC-R3-0285,2,UNKNOWN,UNKNOWN
323,DUC-R3-0329,BR-02x03-H096,c0,52,16,121.6,0,-Z,DUC-R3-0305,6,UNKNOWN,UNKNOWN
324,DUC-R3-0313,BR-02x04-H096,c0,-52,20,121.6,270,-Z,DUC-R3-0286;DUC-R3-0290,8,UNKNOWN,UNKNOWN
325,DUC-R3-0322,BR-02x04-H096,c0,-4,28,121.6,0,-Z,DUC-R3-0298;DUC-R3-0299,8,UNKNOWN,UNKNOWN
326,DUC-R3-0315,BR-02x04-H096,c0,-36,36,121.6,270,-Z,DUC-R3-0290;DUC-R3-0291,8,UNKNOWN,UNKNOWN
327,DUC-R3-0326,BR-02x04-H096,c0,44,36,121.6,270,-Z,DUC-R3-0303;DUC-R3-0305;DUC-R3-0306,8,UNKNOWN,UNKNOWN
328,DUC-R3-0316,BR-01x02-H096,c0,-32,52,121.6,0,-Z,DUC-R3-0292,2,UNKNOWN,UNKNOWN
329,DUC-R3-0317,BR-02x08-H096,c0,4,52,121.6,270,-Z,DUC-R3-0292;DUC-R3-0303,16,UNKNOWN,UNKNOWN
330,DUC-R3-0327,BR-01x02-H096,c0,40,52,121.6,0,-Z,DUC-R3-0303,2,UNKNOWN,UNKNOWN
331,DUC-R3-0343,BR-02x02-H096,c0,4,-76,131.2,0,-Z,DUC-R3-0318,4,UNKNOWN,UNKNOWN
332,DUC-R3-0337,BR-02x03-H096,c0,-24,-60,131.2,270,-Z,DUC-R3-0314,6,UNKNOWN,UNKNOWN
333,DUC-R3-0344,BR-02x03-H096,c0,16,-60,131.2,270,-Z,DUC-R3-0314;DUC-R3-0324,6,UNKNOWN,UNKNOWN
334,DUC-R3-0334,BR-02x04-H096,c0,-44,-52,131.2,0,-Z,DUC-R3-0309;DUC-R3-0314,8,UNKNOWN,UNKNOWN
335,DUC-R3-0349,BR-02x04-H096,c0,36,-52,131.2,0,-Z,DUC-R3-0324;DUC-R3-0325,8,UNKNOWN,UNKNOWN
336,DUC-R3-0331,BR-01x02-H096,c0,-60,-48,131.2,270,-Z,DUC-R3-0309,2,UNKNOWN,UNKNOWN
337,DUC-R3-0341,BR-02x08-H096,c0,-4,-36,131.2,0,-Z,DUC-R3-0311;DUC-R3-0314;DUC-R3-0319;DUC-R3-0320;DUC-R3-0321,16,UNKNOWN,UNKNOWN
338,DUC-R3-0350,BR-02x04-H096,c0,52,-36,131.2,0,-Z,DUC-R3-0325;DUC-R3-0328,8,UNKNOWN,UNKNOWN
339,DUC-R3-0352,BR-02x03-H096,c0,68,-24,131.2,0,-Z,DUC-R3-0328;DUC-R3-0330,6,UNKNOWN,UNKNOWN
340,DUC-R3-0332,BR-02x08-H096,c0,-60,-12,131.2,0,-Z,DUC-R3-0309;DUC-R3-0310;DUC-R3-0311;DUC-R3-0312;DUC-R3-0313,16,UNKNOWN,UNKNOWN
341,DUC-R3-0335,BR-02x04-H096,c0,-36,-4,131.2,270,-Z,DUC-R3-0311,8,UNKNOWN,UNKNOWN
342,DUC-R3-0339,BR-01x02-H096,c0,-16,-4,131.2,0,-Z,DUC-R3-0311,2,UNKNOWN,UNKNOWN
343,DUC-R3-0345,BR-01x02-H096,c0,8,-4,131.2,0,-Z,DUC-R3-0323,2,UNKNOWN,UNKNOWN
344,DUC-R3-0347,BR-02x08-H096,c0,44,-4,131.2,270,-Z,DUC-R3-0323;DUC-R3-0330,16,UNKNOWN,UNKNOWN
345,DUC-R3-0353,BR-01x02-H096,c0,68,8,131.2,270,-Z,DUC-R3-0330,2,UNKNOWN,UNKNOWN
346,DUC-R3-0351,BR-02x03-H096,c0,52,16,131.2,0,-Z,DUC-R3-0329,6,UNKNOWN,UNKNOWN
347,DUC-R3-0333,BR-01x02-H096,c0,-60,24,131.2,270,-Z,DUC-R3-0313,2,UNKNOWN,UNKNOWN
348,DUC-R3-0336,BR-02x04-H096,c0,-44,28,131.2,0,-Z,DUC-R3-0313;DUC-R3-0315,8,UNKNOWN,UNKNOWN
349,DUC-R3-0342,BR-02x08-H096,c0,-4,28,131.2,0,-Z,DUC-R3-0311;DUC-R3-0317;DUC-R3-0321;DUC-R3-0322,16,UNKNOWN,UNKNOWN
350,DUC-R3-0348,BR-02x06-H096,c0,36,36,131.2,270,-Z,DUC-R3-0326,8,UNKNOWN,UNKNOWN
351,DUC-R3-0338,BR-02x04-H096,c0,-28,44,131.2,0,-Z,DUC-R3-0315;DUC-R3-0316;DUC-R3-0317,8,UNKNOWN,UNKNOWN
352,DUC-R3-0340,BR-01x02-H096,c0,-16,52,131.2,0,-Z,DUC-R3-0317,2,UNKNOWN,UNKNOWN
353,DUC-R3-0346,BR-02x03-H096,c0,16,52,131.2,270,-Z,DUC-R3-0317,6,UNKNOWN,UNKNOWN
354,DUC-R3-0360,BR-01x02-H096,c0,-32,-60,140.8,0,-Z,DUC-R3-0337,2,UNKNOWN,UNKNOWN
355,DUC-R3-0362,BR-02x08-H096,c0,4,-60,140.8,270,-Z,DUC-R3-0337;DUC-R3-0341;DUC-R3-0344;DUC-R3-0349,16,UNKNOWN,UNKNOWN
356,DUC-R3-0371,BR-01x02-H096,c0,40,-60,140.8,0,-Z,DUC-R3-0349,2,UNKNOWN,UNKNOWN
357,DUC-R3-0369,BR-02x04-H096,c0,44,-44,140.8,270,-Z,DUC-R3-0349;DUC-R3-0350,8,UNKNOWN,UNKNOWN
358,DUC-R3-0355,CT-12C-H096-dc1b462174,c0,-36,-36,140.8,0,-Z,DUC-R3-0334,4,UNKNOWN,UNKNOWN
359,DUC-R3-0363,BR-02x04-H096,c0,-4,-36,140.8,0,-Z,DUC-R3-0341,8,UNKNOWN,UNKNOWN
360,DUC-R3-0372,BR-02x02-H096,c0,52,-28,140.8,0,-Z,DUC-R3-0350,4,UNKNOWN,UNKNOWN
361,DUC-R3-0364,BR-01x02-H096,c0,-4,-16,140.8,270,-Z,DUC-R3-0341,2,UNKNOWN,UNKNOWN
362,DUC-R3-0354,BR-02x08-H096,c0,-60,-4,140.8,0,-Z,DUC-R3-0332;DUC-R3-0333,16,UNKNOWN,UNKNOWN
363,DUC-R3-0356,BR-01x02-H096,c0,-48,-4,140.8,0,-Z,DUC-R3-0335,2,UNKNOWN,UNKNOWN
364,DUC-R3-0359,BR-02x08-H096,c0,-12,-4,140.8,270,-Z,DUC-R3-0335;DUC-R3-0339;DUC-R3-0341;DUC-R3-0342;DUC-R3-0345;DUC-R3-0347,16,UNKNOWN,UNKNOWN
365,DUC-R3-0368,BR-02x03-H096,c0,32,-4,140.8,270,-Z,DUC-R3-0347,6,UNKNOWN,UNKNOWN
366,DUC-R3-0373,BR-04x04-H096,c0,60,-4,140.8,0,-Z,DUC-R3-0347;DUC-R3-0351;DUC-R3-0352;DUC-R3-0353,14,UNKNOWN,UNKNOWN
367,DUC-R3-0357,BR-02x02-H096,c0,-44,20,140.8,0,-Z,DUC-R3-0336,4,UNKNOWN,UNKNOWN
368,DUC-R3-0365,BR-02x04-H096,c0,-4,20,140.8,0,-Z,DUC-R3-0342,8,UNKNOWN,UNKNOWN
369,DUC-R3-0370,BR-02x04-H096,c0,44,20,140.8,270,-Z,DUC-R3-0351,4,UNKNOWN,UNKNOWN
370,DUC-R3-0358,BR-02x04-H096,c0,-36,36,140.8,270,-Z,DUC-R3-0336;DUC-R3-0338,8,UNKNOWN,UNKNOWN
371,DUC-R3-0367,BR-02x04-H096,c0,28,36,140.8,270,-Z,DUC-R3-0348,8,UNKNOWN,UNKNOWN
372,DUC-R3-0366,BR-01x02-H096,c0,-4,40,140.8,270,-Z,DUC-R3-0342,2,UNKNOWN,UNKNOWN
373,DUC-R3-0361,BR-02x08-H096,c0,-4,52,140.8,270,-Z,DUC-R3-0338;DUC-R3-0340;DUC-R3-0342;DUC-R3-0346,16,UNKNOWN,UNKNOWN
374,DUC-R3-0377,BR-01x04-H096,c0,-20,-64,150.4,270,-Z,DUC-R3-0360;DUC-R3-0362,4,UNKNOWN,UNKNOWN
375,DUC-R3-0382,BR-04x04-H096,c0,12,-52,150.4,0,-Z,DUC-R3-0362;DUC-R3-0363,10,UNKNOWN,UNKNOWN
376,DUC-R3-0375,BR-02x02-H096,c0,-44,-44,150.4,0,-Z,DUC-R3-0355,4,UNKNOWN,UNKNOWN
