part_id,type_id,color_id,color,hex,step,bottom_z_mm,body_height_mm,x_mm,y_mm,rotation_z_deg,role,small_exception,status
MON-R3-0031,PL-02x02-H032,c0,Purple,#5E43B7,29,3.2,3.2,-52,-60,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0036,PL-02x02-H032,c0,Purple,#5E43B7,30,3.2,3.2,-20,-60,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0041,PL-02x02-H032,c0,Purple,#5E43B7,31,3.2,3.2,12,-60,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0046,PL-02x02-H032,c0,Purple,#5E43B7,32,3.2,3.2,44,-60,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0029,PL-01x08-H032,c0,Purple,#5E43B7,33,3.2,3.2,-64,-36,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0034,PL-02x08-H032,c0,Purple,#5E43B7,34,3.2,3.2,-36,-36,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0039,PL-02x08-H032,c0,Purple,#5E43B7,35,3.2,3.2,-4,-36,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0044,PL-02x08-H032,c0,Purple,#5E43B7,36,3.2,3.2,28,-36,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0049,PL-01x08-H032,c0,Purple,#5E43B7,37,3.2,3.2,56,-36,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0032,PL-02x08-H032,c0,Purple,#5E43B7,38,3.2,3.2,-52,-20,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0037,PL-02x08-H032,c0,Purple,#5E43B7,39,3.2,3.2,-20,-20,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0042,PL-02x08-H032,c0,Purple,#5E43B7,40,3.2,3.2,12,-20,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0047,PL-02x08-H032,c0,Purple,#5E43B7,41,3.2,3.2,44,-20,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0030,PL-01x06-H032,c0,Purple,#5E43B7,42,3.2,3.2,-64,20,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0035,PL-02x06-H032,c0,Purple,#5E43B7,43,3.2,3.2,-36,20,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0040,PL-02x06-H032,c0,Purple,#5E43B7,44,3.2,3.2,-4,20,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0045,PL-02x06-H032,c0,Purple,#5E43B7,45,3.2,3.2,28,20,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0050,PL-01x06-H032,c0,Purple,#5E43B7,46,3.2,3.2,56,20,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0033,PL-02x04-H032,c0,Purple,#5E43B7,47,3.2,3.2,-52,28,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0038,PL-02x04-H032,c0,Purple,#5E43B7,48,3.2,3.2,-20,28,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0043,PL-02x04-H032,c0,Purple,#5E43B7,49,3.2,3.2,12,28,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0048,PL-02x04-H032,c0,Purple,#5E43B7,50,3.2,3.2,44,28,0,foundation-plate,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0056,BR-02x04-H096,c0,Purple,#5E43B7,51,6.4,9.6,-4,-60,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0052,BR-04x06-H096,c0,Purple,#5E43B7,52,6.4,9.6,-28,-36,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0057,BR-04x06-H096,c0,Purple,#5E43B7,53,6.4,9.6,20,-36,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0051,BR-02x02-H096,c0,Purple,#5E43B7,54,6.4,9.6,-60,-12,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0061,BR-02x06-H096,c0,Purple,#5E43B7,55,6.4,9.6,52,-12,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0053,BR-04x06-H096,c0,Purple,#5E43B7,56,6.4,9.6,-28,-4,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0058,BR-04x06-H096,c0,Purple,#5E43B7,57,6.4,9.6,20,-4,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0054,BR-02x02-H096,c0,Purple,#5E43B7,58,6.4,9.6,-44,20,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0059,BR-02x04-H096,c0,Purple,#5E43B7,59,6.4,9.6,28,20,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0055,BR-04x06-H096,c0,Purple,#5E43B7,60,6.4,9.6,-12,28,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0060,BR-02x02-H096,c0,Purple,#5E43B7,61,6.4,9.6,20,36,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0064,CT-20C-H096-21b3f8c171,c3,Hot pink,#F5547C,62,16.0,9.6,-4,-72,270,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0067,BR-01x03-H096,c0,Purple,#5E43B7,63,16.0,9.6,-24,-56,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0073,BR-01x03-H096,c0,Purple,#5E43B7,64,16.0,9.6,16,-56,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0065,BR-02x03-H096,c0,Purple,#5E43B7,65,16.0,9.6,-44,-48,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0076,BR-02x03-H096,c0,Purple,#5E43B7,66,16.0,9.6,36,-48,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0071,BR-02x08-H096,c0,Purple,#5E43B7,67,16.0,9.6,-4,-28,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0062,CT-20C-H096-33529a809f,c0,Purple,#5E43B7,68,16.0,9.6,-68,-20,180,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0077,CT-18C-H096-7dc999aebd,c0,Purple,#5E43B7,69,16.0,9.6,60,-20,180,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0066,BR-02x04-H096,c0,Purple,#5E43B7,70,16.0,9.6,-36,-4,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0070,BR-01x02-H096,c0,Purple,#5E43B7,71,16.0,9.6,-16,-4,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0074,BR-02x08-H096,c0,Purple,#5E43B7,72,16.0,9.6,36,-4,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0072,BR-02x04-H096,c0,Purple,#5E43B7,73,16.0,9.6,-4,20,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0063,CT-12C-H096-dc1b462174,c0,Purple,#5E43B7,74,16.0,9.6,-52,28,90,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0075,CT-20C-H096-8f6969895d,c0,Purple,#5E43B7,75,16.0,9.6,44,28,270,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0068,BR-02x02-H096,c0,Purple,#5E43B7,76,16.0,9.6,-28,36,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0069,CT-18C-H096-d42c35ea27,c0,Purple,#5E43B7,77,16.0,9.6,-4,48,270,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0085,BR-02x08-H096,c3,Hot pink,#F5547C,78,25.6,9.6,-20,-76,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0092,CT-15C-H096-683acb1ad3,c3,Hot pink,#F5547C,79,25.6,9.6,36,-68,90,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0083,CT-07C-H096-19b018b623,c3,Hot pink,#F5547C,80,25.6,9.6,-52,-60,90,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0078,CT-09C-H096-2f6410248c,c0,Purple,#5E43B7,81,25.6,9.6,-68,-48,270,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0094,CT-07C-H096-f685e61d18,c0,Purple,#5E43B7,82,25.6,9.6,60,-48,270,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0088,BR-02x06-H096,c0,Purple,#5E43B7,83,25.6,9.6,-4,-44,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0079,BR-02x03-H096,c0,Purple,#5E43B7,84,25.6,9.6,-76,-24,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0089,BR-01x02-H096,c0,Purple,#5E43B7,85,25.6,9.6,-4,-16,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0097,BR-02x08-H096,c0,Purple,#5E43B7,86,25.6,9.6,68,-12,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0082,BR-02x08-H096,c0,Purple,#5E43B7,87,25.6,9.6,-44,-4,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0091,BR-02x06-H096,c0,Purple,#5E43B7,88,25.6,9.6,28,-4,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0096,BR-01x02-H096,c0,Purple,#5E43B7,89,25.6,9.6,56,-4,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0080,CT-04C-H096-8e241044a8,c0,Purple,#5E43B7,90,25.6,9.6,-76,0,0,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0081,BR-02x04-H096,c0,Purple,#5E43B7,91,25.6,9.6,-68,20,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0090,BR-02x08-H096,c0,Purple,#5E43B7,92,25.6,9.6,-4,20,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0098,BR-01x02-H096,c0,Purple,#5E43B7,93,25.6,9.6,68,24,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0084,BR-02x04-H096,c0,Purple,#5E43B7,94,25.6,9.6,-52,36,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0095,BR-02x04-H096,c0,Purple,#5E43B7,95,25.6,9.6,60,36,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0086,BR-02x04-H096,c0,Purple,#5E43B7,96,25.6,9.6,-36,52,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0093,BR-02x06-H096,c0,Purple,#5E43B7,97,25.6,9.6,36,52,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0087,CT-16C-H096-ab7eb6d927,c0,Purple,#5E43B7,98,25.6,9.6,4,60,270,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0112,BR-01x04-H096,c3,Hot pink,#F5547C,99,35.2,9.6,-4,-80,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0106,BR-02x04-H096,c3,Hot pink,#F5547C,100,35.2,9.6,-36,-76,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0116,BR-02x06-H096,c3,Hot pink,#F5547C,101,35.2,9.6,36,-76,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0102,CT-05C-H096-c763985811,c3,Hot pink,#F5547C,102,35.2,9.6,-56,-60,90,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0107,CT-03C-H096-c1d6f05dcc,c0,Purple,#5E43B7,103,35.2,9.6,-44,-60,180,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0119,CT-09C-H096-5eb32c5359,c3,Hot pink,#F5547C,104,35.2,9.6,60,-56,90,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0103,BR-02x02-H096,c0,Purple,#5E43B7,105,35.2,9.6,-60,-44,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0113,CT-18C-H096-469022c2b9,c0,Purple,#5E43B7,106,35.2,9.6,-4,-44,0,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0099,CT-10C-H096-506b844354,c0,Purple,#5E43B7,107,35.2,9.6,-84,-36,0,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0100,BR-02x08-H096,c0,Purple,#5E43B7,108,35.2,9.6,-76,-12,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0121,CT-25C-H096-06daa47720,c0,Purple,#5E43B7,109,35.2,9.6,80,-12,0,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0104,BR-02x02-H096,c0,Purple,#5E43B7,110,35.2,9.6,-60,-4,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0108,BR-02x08-H096,c0,Purple,#5E43B7,111,35.2,9.6,-20,-4,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0117,BR-02x08-H096,c0,Purple,#5E43B7,112,35.2,9.6,44,-4,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0101,BR-02x03-H096,c0,Purple,#5E43B7,113,35.2,9.6,-76,32,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0114,BR-02x08-H096,c0,Purple,#5E43B7,114,35.2,9.6,-4,36,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0122,BR-02x06-H096,c0,Purple,#5E43B7,115,35.2,9.6,68,36,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0105,BR-02x04-H096,c0,Purple,#5E43B7,116,35.2,9.6,-60,44,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0120,BR-02x02-H096,c0,Purple,#5E43B7,117,35.2,9.6,52,52,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0109,BR-02x04-H096,c0,Purple,#5E43B7,118,35.2,9.6,-44,60,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0118,BR-02x04-H096,c0,Purple,#5E43B7,119,35.2,9.6,36,60,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0110,BR-01x03-H096,c0,Purple,#5E43B7,120,35.2,9.6,-24,64,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0115,BR-01x03-H096,c0,Purple,#5E43B7,121,35.2,9.6,16,64,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0111,BR-01x08-H096,c0,Purple,#5E43B7,122,35.2,9.6,-4,72,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0134,BR-01x03-H096,c3,Hot pink,#F5547C,123,44.8,9.6,-24,-80,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0137,BR-01x02-H096,c2,Black,#000000,124,44.8,9.6,-4,-80,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0141,BR-01x04-H096,c3,Hot pink,#F5547C,125,44.8,9.6,20,-80,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0145,BR-02x03-H096,c3,Hot pink,#F5547C,126,44.8,9.6,48,-76,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0131,CT-05C-H096-7ede4fdf04,c3,Hot pink,#F5547C,127,44.8,9.6,-44,-72,0,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0135,BR-01x09-H096,c0,Purple,#5E43B7,128,44.8,9.6,0,-72,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0132,CT-03C-H096-c1d6f05dcc,c0,Purple,#5E43B7,129,44.8,9.6,-44,-60,180,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0138,BR-02x02-H096,c0,Purple,#5E43B7,130,44.8,9.6,-4,-60,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0146,CT-03C-H096-c1d6f05dcc,c0,Purple,#5E43B7,131,44.8,9.6,52,-60,270,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0147,CT-05C-H096-7ede4fdf04,c3,Hot pink,#F5547C,132,44.8,9.6,64,-60,90,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0129,CT-05C-H096-7ede4fdf04,c3,Hot pink,#F5547C,133,44.8,9.6,-60,-56,0,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0123,BR-02x04-H096,c0,Purple,#5E43B7,134,44.8,9.6,-84,-44,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0130,CT-03C-H096-c1d6f05dcc,c0,Purple,#5E43B7,135,44.8,9.6,-60,-44,180,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0148,BR-02x02-H096,c0,Purple,#5E43B7,136,44.8,9.6,68,-44,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0153,BR-01x04-H096,c0,Purple,#5E43B7,137,44.8,9.6,96,-36,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0124,BR-02x03-H096,c0,Purple,#5E43B7,138,44.8,9.6,-92,-24,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0139,BR-02x08-H096,c0,Purple,#5E43B7,139,44.8,9.6,-4,-20,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0151,BR-02x08-H096,c0,Purple,#5E43B7,140,44.8,9.6,84,-20,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0125,BR-02x08-H096,c0,Purple,#5E43B7,141,44.8,9.6,-68,-4,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0136,BR-02x03-H096,c0,Purple,#5E43B7,142,44.8,9.6,-24,-4,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0142,BR-02x08-H096,c0,Purple,#5E43B7,143,44.8,9.6,36,-4,270,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0150,BR-01x02-H096,c0,Purple,#5E43B7,144,44.8,9.6,72,-4,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0126,CT-10C-H096-9e938acd9a,c0,Purple,#5E43B7,145,44.8,9.6,-84,20,180,supported-contour-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0152,BR-02x02-H096,c0,Purple,#5E43B7,146,44.8,9.6,84,20,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
MON-R3-0140,BR-02x06-H096,c0,Purple,#5E43B7,147,44.8,9.6,-4,36,0,common-brick,False,DIGITAL_PROTOTYPE_NOT_PHYSICALLY_TESTED
