type_id,color,hex,quantity,cell_count,shape,native_stl
r2-p4-1c-4ebe150eb1b7,Black,#000000,50,1,"[[0,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-1c-4ebe150eb1b7.stl
r2-p4-1c-4ebe150eb1b7,Hot pink,#F5547C,446,1,"[[0,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-1c-4ebe150eb1b7.stl
r2-p4-1c-c084a429390d,Purple,#5E43B7,225,1,"[[0,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-1c-c084a429390d.stl
r2-p4-1c-c084a429390d,Jade white,#FFFFFF,3,1,"[[0,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-1c-c084a429390d.stl
r2-p4-1c-c084a429390d,Black,#000000,3,1,"[[0,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-1c-c084a429390d.stl
r2-p4-1c-c084a429390d,Hot pink,#F5547C,68,1,"[[0,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-1c-c084a429390d.stl
r2-p4-20c-2a26b65c37d6,Purple,#5E43B7,2,20,"[[0,0],[0,1],[0,2],[0,3],[1,0],[1,1],[1,2],[1,3],[2,0],[2,1],[2,2],[2,3],[3,0],[3,1],[3,2],[3,3],[4,0],[4,1],[4,2],[4,3]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-20c-2a26b65c37d6.stl
r2-p4-2c-32e56c90317c,Purple,#5E43B7,71,2,"[[0,0],[1,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-2c-32e56c90317c.stl
r2-p4-2c-32e56c90317c,Black,#000000,4,2,"[[0,0],[1,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-2c-32e56c90317c.stl
r2-p4-2c-32e56c90317c,Hot pink,#F5547C,12,2,"[[0,0],[1,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-2c-32e56c90317c.stl
r2-p4-2c-714146ac709f,Purple,#5E43B7,128,2,"[[0,0],[1,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-2c-714146ac709f.stl
r2-p4-2c-714146ac709f,Jade white,#FFFFFF,5,2,"[[0,0],[1,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-2c-714146ac709f.stl
r2-p4-2c-714146ac709f,Black,#000000,1,2,"[[0,0],[1,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-2c-714146ac709f.stl
r2-p4-2c-714146ac709f,Hot pink,#F5547C,49,2,"[[0,0],[1,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-2c-714146ac709f.stl
r2-p4-2c-88381088bd9d,Purple,#5E43B7,675,2,"[[0,0],[1,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-2c-88381088bd9d.stl
r2-p4-2c-88381088bd9d,Jade white,#FFFFFF,9,2,"[[0,0],[1,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-2c-88381088bd9d.stl
r2-p4-2c-88381088bd9d,Black,#000000,33,2,"[[0,0],[1,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-2c-88381088bd9d.stl
r2-p4-2c-88381088bd9d,Hot pink,#F5547C,333,2,"[[0,0],[1,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-2c-88381088bd9d.stl
r2-p4-3c-451dc73cc597,Purple,#5E43B7,17,3,"[[0,0],[1,0],[2,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-3c-451dc73cc597.stl
r2-p4-3c-451dc73cc597,Hot pink,#F5547C,1,3,"[[0,0],[1,0],[2,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-3c-451dc73cc597.stl
r2-p4-3c-78d7ab46d04b,Purple,#5E43B7,53,3,"[[0,0],[1,0],[2,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-3c-78d7ab46d04b.stl
r2-p4-3c-78d7ab46d04b,Jade white,#FFFFFF,1,3,"[[0,0],[1,0],[2,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-3c-78d7ab46d04b.stl
r2-p4-3c-78d7ab46d04b,Hot pink,#F5547C,8,3,"[[0,0],[1,0],[2,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-3c-78d7ab46d04b.stl
r2-p4-3c-a044fbe9bc1c,Purple,#5E43B7,25,3,"[[0,0],[0,1],[1,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-3c-a044fbe9bc1c.stl
r2-p4-3c-a044fbe9bc1c,Hot pink,#F5547C,6,3,"[[0,0],[0,1],[1,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-3c-a044fbe9bc1c.stl
r2-p4-3c-b982b6d67e98,Purple,#5E43B7,308,3,"[[0,0],[1,0],[2,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-3c-b982b6d67e98.stl
r2-p4-3c-b982b6d67e98,Black,#000000,10,3,"[[0,0],[1,0],[2,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-3c-b982b6d67e98.stl
r2-p4-3c-b982b6d67e98,Hot pink,#F5547C,41,3,"[[0,0],[1,0],[2,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-3c-b982b6d67e98.stl
r2-p4-3c-fbc4680fb176,Purple,#5E43B7,17,3,"[[0,0],[1,0],[2,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-3c-fbc4680fb176.stl
r2-p4-3c-fbc4680fb176,Hot pink,#F5547C,1,3,"[[0,0],[1,0],[2,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-3c-fbc4680fb176.stl
r2-p4-4c-04555eeff664,Purple,#5E43B7,42,4,"[[0,0],[0,1],[1,0],[1,1]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-4c-04555eeff664.stl
r2-p4-4c-04db57b9cf0a,Purple,#5E43B7,1,4,"[[0,0],[0,1],[1,0],[1,1]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-4c-04db57b9cf0a.stl
r2-p4-4c-13acf6b7a311,Purple,#5E43B7,1,4,"[[0,0],[1,0],[2,0],[3,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-4c-13acf6b7a311.stl
r2-p4-4c-31180a58c329,Purple,#5E43B7,1,4,"[[0,0],[1,0],[2,0],[3,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-4c-31180a58c329.stl
r2-p4-4c-369ccea62973,Purple,#5E43B7,7,4,"[[0,0],[0,1],[1,0],[2,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-4c-369ccea62973.stl
r2-p4-4c-369ccea62973,Hot pink,#F5547C,1,4,"[[0,0],[0,1],[1,0],[2,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-4c-369ccea62973.stl
r2-p4-4c-50a5212aa1ce,Hot pink,#F5547C,1,4,"[[0,1],[1,0],[1,1],[2,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-4c-50a5212aa1ce.stl
r2-p4-4c-62ef5999f1d8,Purple,#5E43B7,33,4,"[[0,0],[1,0],[2,0],[3,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-4c-62ef5999f1d8.stl
r2-p4-4c-62ef5999f1d8,Black,#000000,1,4,"[[0,0],[1,0],[2,0],[3,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-4c-62ef5999f1d8.stl
r2-p4-4c-62ef5999f1d8,Hot pink,#F5547C,1,4,"[[0,0],[1,0],[2,0],[3,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-4c-62ef5999f1d8.stl
r2-p4-4c-8c97b90214e4,Purple,#5E43B7,2,4,"[[0,0],[1,0],[2,0],[3,0]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-4c-8c97b90214e4.stl
r2-p4-4c-9180de851882,Purple,#5E43B7,351,4,"[[0,0],[0,1],[1,0],[1,1]]",artifacts/selected/r2-20260919/cad/bricks/r2-p4-4c-9180de851882.stl
