part_id,type_id,color,hex,layer,assembly_step,x_mm,y_mm,z_mm,rotation_z_deg,insertion_axis,support_class,required_aids,baseline_part_ids,status
MON-F-04811,r2-p4-1c-4ebe150eb1b7,Purple,#5E43B7,25,4258,-84.0,28.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04811,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04812,r2-p4-2c-88381088bd9d,Purple,#5E43B7,25,4259,-84.0,34.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04812,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04719,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4260,-78.0,-26.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04719,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04743,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4261,-78.0,-10.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04743,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04766,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4262,-78.0,6.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04766,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04789,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4263,-78.0,22.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04789,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04813,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4264,-78.0,38.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04813,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04715,r2-p4-2c-88381088bd9d,Purple,#5E43B7,25,4265,-76.0,-38.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04715,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04835,r2-p4-1c-4ebe150eb1b7,Purple,#5E43B7,25,4266,-76.0,48.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04835,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04714,r2-p4-6c-7b734626068d,Purple,#5E43B7,25,4267,-70.0,-40.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04714,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04720,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4268,-70.0,-26.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04720,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04744,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4269,-70.0,-10.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04744,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04767,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4270,-70.0,6.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04767,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04790,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4271,-70.0,22.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04790,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04814,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4272,-70.0,38.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04814,PROTOTYPE_NOT_FIT_VALIDATED
MON-R2-00321,r2-p4-7c-8ea643f6a651,Purple,#5E43B7,25,4273,-70.0,54.0,60.0,90,-Z,SEATED_NOMINAL,,MON-F-04836;MON-F-04856,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04691,r2-p4-1c-4ebe150eb1b7,Hot pink,#F5547C,25,4274,-68.0,-52.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04691,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04695,r2-p4-1c-4ebe150eb1b7,Hot pink,#F5547C,25,4275,-68.0,-48.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04695,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04687,r2-p4-1c-4ebe150eb1b7,Hot pink,#F5547C,25,4276,-64.0,-56.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04687,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04692,r2-p4-1c-4ebe150eb1b7,Purple,#5E43B7,25,4277,-64.0,-52.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04692,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04696,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4278,-62.0,-42.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04696,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04721,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4279,-62.0,-26.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04721,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04745,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4280,-62.0,-10.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04745,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04768,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4281,-62.0,6.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04768,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04791,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4282,-62.0,22.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04791,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04815,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4283,-62.0,38.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04815,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04837,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4284,-62.0,54.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04837,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04682,r2-p4-1c-4ebe150eb1b7,Hot pink,#F5547C,25,4285,-60.0,-60.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04682,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04688,r2-p4-2c-88381088bd9d,Purple,#5E43B7,25,4286,-60.0,-54.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04688,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04858,r2-p4-1c-4ebe150eb1b7,Purple,#5E43B7,25,4287,-60.0,64.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04858,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04666,r2-p4-2c-88381088bd9d,Hot pink,#F5547C,25,4288,-54.0,-64.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04666,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04683,r2-p4-6c-7b734626068d,Purple,#5E43B7,25,4289,-54.0,-56.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04683,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04697,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4290,-54.0,-42.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04697,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04722,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4291,-54.0,-26.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04722,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04746,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4292,-54.0,-10.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04746,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04769,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4293,-54.0,6.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04769,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04792,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4294,-54.0,22.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04792,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04816,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4295,-54.0,38.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04816,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04838,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4296,-54.0,54.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04838,PROTOTYPE_NOT_FIT_VALIDATED
MON-R2-00322,r2-p4-5c-88f68dc9ab4e,Purple,#5E43B7,25,4297,-54.0,68.0,60.0,90,-Z,SEATED_NOMINAL,,MON-F-04859;MON-F-04875,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04660,r2-p4-1c-c084a429390d,Hot pink,#F5547C,25,4298,-48.0,-68.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04660,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04667,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4299,-46.0,-58.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04667,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04698,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4300,-46.0,-42.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04698,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04723,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4301,-46.0,-26.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04723,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04747,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4302,-46.0,-10.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04747,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04770,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4303,-46.0,6.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04770,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04793,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4304,-46.0,22.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04793,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04817,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4305,-46.0,38.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04817,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04839,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4306,-46.0,54.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04839,PROTOTYPE_NOT_FIT_VALIDATED
MON-R2-00323,r2-p4-7c-8ea643f6a651,Purple,#5E43B7,25,4307,-46.0,70.0,60.0,90,-Z,SEATED_NOMINAL,,MON-F-04860;MON-F-04877,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04650,r2-p4-1c-c084a429390d,Hot pink,#F5547C,25,4308,-44.0,-72.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04650,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04661,r2-p4-1c-4ebe150eb1b7,Purple,#5E43B7,25,4309,-44.0,-68.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04661,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04651,r2-p4-1c-c084a429390d,Hot pink,#F5547C,25,4310,-40.0,-72.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04651,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04662,r2-p4-1c-4ebe150eb1b7,Purple,#5E43B7,25,4311,-40.0,-68.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04662,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04668,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4312,-38.0,-58.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04668,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04699,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4313,-38.0,-42.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04699,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04724,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4314,-38.0,-26.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04724,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04748,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4315,-38.0,-10.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04748,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04771,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4316,-38.0,6.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04771,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04794,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4317,-38.0,22.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04794,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04818,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4318,-38.0,38.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04818,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04840,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4319,-38.0,54.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04840,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04861,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4320,-38.0,70.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04861,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04638,r2-p4-1c-c084a429390d,Hot pink,#F5547C,25,4321,-36.0,-76.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04638,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04652,r2-p4-2c-88381088bd9d,Purple,#5E43B7,25,4322,-36.0,-70.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04652,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04639,r2-p4-2c-32e56c90317c,Hot pink,#F5547C,25,4323,-30.0,-76.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04639,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04653,r2-p4-4c-9180de851882,Purple,#5E43B7,25,4324,-30.0,-70.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04653,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04669,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4325,-30.0,-58.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04669,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04700,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4326,-30.0,-42.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04700,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04725,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4327,-30.0,-26.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04725,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04749,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4328,-30.0,-10.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04749,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04772,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4329,-30.0,6.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04772,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04795,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4330,-30.0,22.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04795,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04819,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4331,-30.0,38.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04819,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04841,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4332,-30.0,54.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04841,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04862,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4333,-30.0,70.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04862,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04878,r2-p4-2c-88381088bd9d,Purple,#5E43B7,25,4334,-30.0,80.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04878,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04640,r2-p4-2c-32e56c90317c,Hot pink,#F5547C,25,4335,-22.0,-76.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04640,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04654,r2-p4-4c-9180de851882,Purple,#5E43B7,25,4336,-22.0,-70.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04654,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04670,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4337,-22.0,-58.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04670,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04701,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4338,-22.0,-42.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04701,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04726,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4339,-22.0,-26.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04726,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04750,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4340,-22.0,-10.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04750,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04773,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4341,-22.0,6.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04773,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04796,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4342,-22.0,22.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04796,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04820,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4343,-22.0,38.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04820,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04842,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4344,-22.0,54.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04842,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04863,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4345,-22.0,70.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04863,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04879,r2-p4-2c-88381088bd9d,Purple,#5E43B7,25,4346,-22.0,80.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04879,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04641,r2-p4-1c-4ebe150eb1b7,Hot pink,#F5547C,25,4347,-16.0,-76.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04641,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04655,r2-p4-2c-88381088bd9d,Purple,#5E43B7,25,4348,-16.0,-70.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04655,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04671,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4349,-14.0,-58.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04671,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04702,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4350,-14.0,-42.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04702,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04727,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4351,-14.0,-26.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04727,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04751,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4352,-14.0,-10.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04751,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04774,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4353,-14.0,6.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04774,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04797,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4354,-14.0,22.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04797,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04821,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4355,-14.0,38.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04821,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04843,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4356,-14.0,54.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04843,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04864,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4357,-14.0,70.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04864,PROTOTYPE_NOT_FIT_VALIDATED
MON-R2-00324,r2-p4-3c-a044fbe9bc1c,Purple,#5E43B7,25,4358,-14.0,82.0,60.0,90,-Z,SEATED_NOMINAL,,MON-F-04880;MON-F-04888,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04632,r2-p4-1c-c084a429390d,Hot pink,#F5547C,25,4359,-12.0,-80.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04632,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04642,r2-p4-3c-b982b6d67e98,Purple,#5E43B7,25,4360,-12.0,-72.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04642,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04633,r2-p4-2c-714146ac709f,Hot pink,#F5547C,25,4361,-6.0,-80.0,60.0,180,-Z,SEATED_NOMINAL,,MON-F-04633,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04643,r2-p4-6c-7b734626068d,Purple,#5E43B7,25,4362,-6.0,-72.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04643,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04672,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4363,-6.0,-58.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04672,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04703,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4364,-6.0,-42.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04703,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04728,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4365,-6.0,-26.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04728,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04752,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4366,-6.0,-10.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04752,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04775,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4367,-6.0,6.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04775,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04798,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4368,-6.0,22.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04798,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04822,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4369,-6.0,38.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04822,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04844,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4370,-6.0,54.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04844,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04865,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4371,-6.0,70.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04865,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04881,r2-p4-4c-9180de851882,Purple,#5E43B7,25,4372,-6.0,82.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04881,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04631,r2-p4-1c-4ebe150eb1b7,Black,#000000,25,4373,0.0,-84.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04631,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04634,r2-p4-4c-b02791f0c425,Purple,#5E43B7,25,4374,0.0,-74.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04634,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04673,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4375,2.0,-58.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04673,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04704,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4376,2.0,-42.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04704,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04729,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4377,2.0,-26.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04729,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04753,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4378,2.0,-10.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04753,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04776,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4379,2.0,6.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04776,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04799,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4380,2.0,22.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04799,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04823,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4381,2.0,38.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04823,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04845,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4382,2.0,54.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04845,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04866,r2-p4-8c-186a9f84f098,Purple,#5E43B7,25,4383,2.0,70.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04866,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04882,r2-p4-4c-9180de851882,Purple,#5E43B7,25,4384,2.0,82.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04882,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04635,r2-p4-1c-4ebe150eb1b7,Hot pink,#F5547C,25,4385,4.0,-80.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04635,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04644,r2-p4-3c-b982b6d67e98,Purple,#5E43B7,25,4386,4.0,-72.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04644,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04636,r2-p4-2c-88381088bd9d,Hot pink,#F5547C,25,4387,10.0,-80.0,60.0,0,-Z,SEATED_NOMINAL,,MON-F-04636,PROTOTYPE_NOT_FIT_VALIDATED
MON-F-04645,r2-p4-6c-7b734626068d,Purple,#5E43B7,25,4388,10.0,-72.0,60.0,270,-Z,SEATED_NOMINAL,,MON-F-04645,PROTOTYPE_NOT_FIT_VALIDATED
