part_id,type_id,color,hex,layer,assembly_step,x_mm,y_mm,z_mm,rotation_z_deg,insertion_axis,support_class,required_aids,baseline_part_ids,status
DUC-R2-00011,r2-p4-7c-626511f53153,Yellow,#F4EE2A,1,84,34.0,22.0,2.4,90,-Z,SEATED_NOMINAL,,DUC-F-00087;DUC-F-00088,PROTOTYPE_NOT_FIT_VALIDATED
DUC-R2-00012,r2-p4-6c-0c2af621b6a6,Yellow,#F4EE2A,2,85,-42.0,-6.0,4.8,270,-Z,SEATED_NOMINAL,,DUC-F-00099;DUC-F-00103,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00100,r2-p4-4c-9180de851882,Yellow,#F4EE2A,2,86,-42.0,6.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00100,PROTOTYPE_NOT_FIT_VALIDATED
DUC-R2-00013,r2-p4-7c-8761b4a005e0,Yellow,#F4EE2A,2,87,-42.0,20.0,4.8,90,-Z,SEATED_NOMINAL,,DUC-F-00101;DUC-F-00104;DUC-F-00105,PROTOTYPE_NOT_FIT_VALIDATED
DUC-R2-00014,r2-p4-9c-04db7e61faa4,Yellow,#F4EE2A,2,88,-32.0,-18.0,4.8,180,-Z,SEATED_NOMINAL,,DUC-F-00102;DUC-F-00107,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00106,r2-p4-4c-b02791f0c425,Yellow,#F4EE2A,2,89,-30.0,-24.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00106,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00108,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,90,-30.0,-10.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00108,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00109,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,91,-30.0,-2.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00109,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00110,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,92,-30.0,6.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00110,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00111,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,93,-30.0,14.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00111,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00112,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,94,-30.0,22.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00112,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00113,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,95,-30.0,30.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00113,PROTOTYPE_NOT_FIT_VALIDATED
DUC-R2-00015,r2-p4-5c-a44a3889eef4,Yellow,#F4EE2A,2,96,-28.0,38.0,4.8,180,-Z,SEATED_NOMINAL,,DUC-F-00114;DUC-F-00117,PROTOTYPE_NOT_FIT_VALIDATED
DUC-R2-00016,r2-p4-4c-9180de851882,Yellow,#F4EE2A,2,97,-26.0,-30.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00115;DUC-F-00116,PROTOTYPE_NOT_FIT_VALIDATED
DUC-R2-00017,r2-p4-7c-c2b59e8f631f,Yellow,#F4EE2A,2,98,-16.0,46.0,4.8,180,-Z,SEATED_NOMINAL,,DUC-F-00118;DUC-F-00129;DUC-F-00130,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00119,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,99,-14.0,-34.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00119,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00120,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,100,-14.0,-26.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00120,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00121,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,101,-14.0,-18.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00121,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00122,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,102,-14.0,-10.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00122,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00123,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,103,-14.0,-2.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00123,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00124,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,104,-14.0,6.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00124,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00125,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,105,-14.0,14.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00125,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00126,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,106,-14.0,22.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00126,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00127,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,107,-14.0,30.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00127,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00128,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,108,-14.0,38.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00128,PROTOTYPE_NOT_FIT_VALIDATED
DUC-R2-00018,r2-p4-11c-021340aaea91,Yellow,#F4EE2A,2,109,2.0,-36.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00131;DUC-F-00132,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00133,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,110,2.0,-26.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00133,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00134,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,111,2.0,-18.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00134,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00135,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,112,2.0,-10.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00135,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00136,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,113,2.0,-2.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00136,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00137,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,114,2.0,6.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00137,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00138,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,115,2.0,14.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00138,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00139,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,116,2.0,22.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00139,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00140,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,117,2.0,30.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00140,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00141,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,118,2.0,38.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00141,PROTOTYPE_NOT_FIT_VALIDATED
DUC-R2-00019,r2-p4-13c-6433f17c72d3,Yellow,#F4EE2A,2,119,10.0,46.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00142;DUC-F-00153;DUC-F-00154,PROTOTYPE_NOT_FIT_VALIDATED
DUC-R2-00020,r2-p4-7c-626511f53153,Yellow,#F4EE2A,2,120,18.0,-34.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00143;DUC-F-00155,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00144,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,121,18.0,-26.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00144,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00145,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,122,18.0,-18.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00145,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00146,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,123,18.0,-10.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00146,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00147,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,124,18.0,-2.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00147,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00148,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,125,18.0,6.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00148,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00149,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,126,18.0,14.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00149,PROTOTYPE_NOT_FIT_VALIDATED
DUC-F-00150,r2-p4-8c-186a9f84f098,Yellow,#F4EE2A,2,127,18.0,22.0,4.8,0,-Z,SEATED_NOMINAL,,DUC-F-00150,PROTOTYPE_NOT_FIT_VALIDATED
