step,part_id,type_id,color_id,x_mm,y_mm,bottom_z_mm,rotation_z_deg,insertion_axis,lower_support_ids,contact_stud_sites,physical_fit,retention
191,COP-R3-0165,BR-02x06-H096,c0,-76,36,35.2,270,-Z,COP-R3-0129,12,UNKNOWN,UNKNOWN
192,COP-R3-0184,BR-02x08-H096,c0,-4,36,35.2,0,-Z,COP-R3-0137;COP-R3-0141;COP-R3-0142,16,UNKNOWN,UNKNOWN
193,COP-R3-0195,BR-02x06-H096,c0,84,36,35.2,270,-Z,COP-R3-0154,8,UNKNOWN,UNKNOWN
194,COP-R3-0170,BR-02x02-H096,c0,-60,52,35.2,0,-Z,COP-R3-0134,4,UNKNOWN,UNKNOWN
195,COP-R3-0176,BR-02x04-H096,c0,-44,60,35.2,0,-Z,COP-R3-0134;COP-R3-0137,8,UNKNOWN,UNKNOWN
196,COP-R3-0192,CT-10C-H096-498a75f3cc,c0,60,60,35.2,90,-Z,COP-R3-0148,4,UNKNOWN,UNKNOWN
197,COP-R3-0180,CT-04C-H096-15e33fd0c4,c0,-8,68,35.2,270,-Z,COP-R3-0137,4,UNKNOWN,UNKNOWN
198,COP-R3-0179,BR-02x04-H096,c0,-28,76,35.2,0,-Z,COP-R3-0137,4,UNKNOWN,UNKNOWN
199,COP-R3-0186,CT-16C-H096-cf4d7fb859,c0,28,76,35.2,90,-Z,COP-R3-0137;COP-R3-0145,10,UNKNOWN,UNKNOWN
200,COP-R3-0214,BR-01x08-H096,c1,12,-96,44.8,270,-Z,COP-R3-0177;COP-R3-0181;COP-R3-0187,8,UNKNOWN,UNKNOWN
201,COP-R3-0210,BR-02x04-H096,c1,-36,-92,44.8,270,-Z,COP-R3-0172;COP-R3-0173;COP-R3-0177,8,UNKNOWN,UNKNOWN
202,COP-R3-0219,BR-01x02-H096,c0,12,-88,44.8,270,-Z,COP-R3-0185,2,UNKNOWN,UNKNOWN
203,COP-R3-0221,CT-04C-H096-15e33fd0c4,c1,32,-84,44.8,90,-Z,COP-R3-0187;COP-R3-0190,4,UNKNOWN,UNKNOWN
204,COP-R3-0208,CT-05C-H096-c763985811,c1,-56,-76,44.8,90,-Z,COP-R3-0167;COP-R3-0171;COP-R3-0173,5,UNKNOWN,UNKNOWN
205,COP-R3-0211,CT-03C-H096-c1d6f05dcc,c0,-44,-76,44.8,180,-Z,COP-R3-0174,3,UNKNOWN,UNKNOWN
206,COP-R3-0215,CT-09C-H096-2942373b3f,c0,-8,-76,44.8,180,-Z,COP-R3-0177;COP-R3-0182,9,UNKNOWN,UNKNOWN
207,COP-R3-0222,CT-03C-H096-c1d6f05dcc,c0,36,-76,44.8,270,-Z,COP-R3-0188,3,UNKNOWN,UNKNOWN
208,COP-R3-0224,CT-09C-H096-5ba1c77317,c1,60,-72,44.8,90,-Z,COP-R3-0190;COP-R3-0193,9,UNKNOWN,UNKNOWN
209,COP-R3-0207,BR-01x02-H096,c1,-68,-64,44.8,270,-Z,COP-R3-0166;COP-R3-0168,2,UNKNOWN,UNKNOWN
210,COP-R3-0205,CT-06C-H096-579600b9e3,c0,-68,-60,44.8,270,-Z,COP-R3-0166;COP-R3-0169,6,UNKNOWN,UNKNOWN
211,COP-R3-0226,CT-03C-H096-c1d6f05dcc,c0,68,-60,44.8,270,-Z,COP-R3-0193;COP-R3-0194,3,UNKNOWN,UNKNOWN
212,COP-R3-0230,BR-02x02-H096,c0,84,-60,44.8,0,-Z,COP-R3-0196,4,UNKNOWN,UNKNOWN
213,COP-R3-0216,BR-01x02-H096,c0,-4,-56,44.8,270,-Z,COP-R3-0182,2,UNKNOWN,UNKNOWN
214,COP-R3-0202,BR-02x06-H096,c0,-92,-44,44.8,0,-Z,COP-R3-0164,12,UNKNOWN,UNKNOWN
215,COP-R3-0231,BR-02x04-H096,c0,92,-44,44.8,270,-Z,COP-R3-0196,4,UNKNOWN,UNKNOWN
216,COP-R3-0233,BR-02x02-H096,c0,100,-28,44.8,0,-Z,COP-R3-0197,4,UNKNOWN,UNKNOWN
217,COP-R3-0217,BR-02x08-H096,c0,-4,-20,44.8,0,-Z,COP-R3-0178;COP-R3-0182;COP-R3-0183;COP-R3-0184,16,UNKNOWN,UNKNOWN
218,COP-R3-0200,CT-20C-H096-fbc0adfd2a,c0,-112,-4,44.8,180,-Z,COP-R3-0160;COP-R3-0161;COP-R3-0162;COP-R3-0163,16,UNKNOWN,UNKNOWN
219,COP-R3-0203,BR-01x02-H096,c0,-96,-4,44.8,0,-Z,COP-R3-0161,2,UNKNOWN,UNKNOWN
220,COP-R3-0204,BR-02x08-H096,c0,-60,-4,44.8,270,-Z,COP-R3-0161;COP-R3-0175;COP-R3-0178,16,UNKNOWN,UNKNOWN
221,COP-R3-0213,BR-02x02-H096,c0,-20,-4,44.8,0,-Z,COP-R3-0178,4,UNKNOWN,UNKNOWN
222,COP-R3-0220,BR-02x08-H096,c0,36,-4,44.8,270,-Z,COP-R3-0178;COP-R3-0189;COP-R3-0191,16,UNKNOWN,UNKNOWN
223,COP-R3-0229,BR-01x02-H096,c0,72,-4,44.8,0,-Z,COP-R3-0191,2,UNKNOWN,UNKNOWN
224,COP-R3-0232,BR-02x04-H096,c0,92,-4,44.8,270,-Z,COP-R3-0191;COP-R3-0199,8,UNKNOWN,UNKNOWN
225,COP-R3-0235,BR-02x08-H096,c0,116,-4,44.8,0,-Z,COP-R3-0199,12,UNKNOWN,UNKNOWN
226,COP-R3-0234,BR-02x02-H096,c0,100,20,44.8,0,-Z,COP-R3-0198,4,UNKNOWN,UNKNOWN
227,COP-R3-0201,BR-02x06-H096,c0,-92,36,44.8,270,-Z,COP-R3-0165,8,UNKNOWN,UNKNOWN
228,COP-R3-0227,BR-02x06-H096,c0,84,36,44.8,270,-Z,COP-R3-0195,12,UNKNOWN,UNKNOWN
229,COP-R3-0218,BR-02x08-H096,c0,-4,44,44.8,0,-Z,COP-R3-0180;COP-R3-0184,16,UNKNOWN,UNKNOWN
230,COP-R3-0206,BR-02x04-H096,c0,-68,52,44.8,270,-Z,COP-R3-0170,4,UNKNOWN,UNKNOWN
231,COP-R3-0228,BR-02x02-H096,c0,68,52,44.8,0,-Z,COP-R3-0192,4,UNKNOWN,UNKNOWN
232,COP-R3-0225,BR-02x04-H096,c0,52,60,44.8,0,-Z,COP-R3-0186;COP-R3-0192,8,UNKNOWN,UNKNOWN
233,COP-R3-0209,BR-02x06-H096,c0,-44,68,44.8,270,-Z,COP-R3-0176;COP-R3-0179,8,UNKNOWN,UNKNOWN
234,COP-R3-0223,BR-02x04-H096,c0,36,76,44.8,0,-Z,COP-R3-0186,4,UNKNOWN,UNKNOWN
235,COP-R3-0212,BR-02x08-H096,c0,-4,84,44.8,270,-Z,COP-R3-0179;COP-R3-0186,8,UNKNOWN,UNKNOWN
236,COP-R3-0256,BR-01x02-H096,c2,-20,-96,54.4,270,-Z,COP-R3-0210;COP-R3-0214,2,UNKNOWN,UNKNOWN
237,COP-R3-0260,BR-01x03-H096,c1,0,-96,54.4,270,-Z,COP-R3-0214,3,UNKNOWN,UNKNOWN
238,COP-R3-0265,BR-01x03-H096,c2,24,-96,54.4,270,-Z,COP-R3-0214,3,UNKNOWN,UNKNOWN
239,COP-R3-0249,BR-02x03-H096,c1,-40,-92,54.4,270,-Z,COP-R3-0210,6,UNKNOWN,UNKNOWN
240,COP-R3-0263,BR-01x03-H096,c0,16,-88,54.4,270,-Z,COP-R3-0219;COP-R3-0221,3,UNKNOWN,UNKNOWN
241,COP-R3-0268,CT-04C-H096-c7f6e1087d,c1,36,-88,54.4,180,-Z,COP-R3-0214;COP-R3-0221,4,UNKNOWN,UNKNOWN
242,COP-R3-0244,CT-05C-H096-c763985811,c1,-56,-76,54.4,90,-Z,COP-R3-0208,5,UNKNOWN,UNKNOWN
243,COP-R3-0250,CT-05C-H096-c763985811,c0,-40,-76,54.4,270,-Z,COP-R3-0211,3,UNKNOWN,UNKNOWN
244,COP-R3-0270,CT-09C-H096-5ba1c77317,c1,60,-72,54.4,90,-Z,COP-R3-0224,9,UNKNOWN,UNKNOWN
245,COP-R3-0257,BR-04x06-H096,c0,-12,-68,54.4,0,-Z,COP-R3-0210;COP-R3-0215;COP-R3-0216;COP-R3-0217,14,UNKNOWN,UNKNOWN
246,COP-R3-0243,BR-01x02-H096,c1,-68,-64,54.4,270,-Z,COP-R3-0207,2,UNKNOWN,UNKNOWN
247,COP-R3-0264,BR-04x06-H096,c0,20,-60,54.4,0,-Z,COP-R3-0222,2,UNKNOWN,UNKNOWN
248,COP-R3-0275,CT-05C-H096-c763985811,c0,80,-60,54.4,270,-Z,COP-R3-0226;COP-R3-0230,5,UNKNOWN,UNKNOWN
249,COP-R3-0269,CT-11C-H096-0895aaf048,c0,52,-56,54.4,0,-Z,COP-R3-0222;COP-R3-0226,3,UNKNOWN,UNKNOWN
250,COP-R3-0239,CT-09C-H096-5ba1c77317,c0,-88,-52,54.4,0,-Z,COP-R3-0202;COP-R3-0205,9,UNKNOWN,UNKNOWN
251,COP-R3-0248,BR-04x06-H096,c0,-44,-44,54.4,0,-Z,COP-R3-0205,2,UNKNOWN,UNKNOWN
252,COP-R3-0276,BR-02x03-H096,c0,92,-40,54.4,0,-Z,COP-R3-0231;COP-R3-0233,5,UNKNOWN,UNKNOWN
253,COP-R3-0280,CT-04C-H096-8e241044a8,c0,108,-40,54.4,0,-Z,COP-R3-0231;COP-R3-0233;COP-R3-0235,4,UNKNOWN,UNKNOWN
254,COP-R3-0240,BR-02x06-H096,c0,-76,-36,54.4,0,-Z,COP-R3-0205,2,UNKNOWN,UNKNOWN
255,COP-R3-0245,CT-07C-H096-fa3c95b030,c0,-60,-36,54.4,0,-Z,COP-R3-0205,1,UNKNOWN,UNKNOWN
256,COP-R3-0258,CT-19C-H096-7ff6fe2c87,c0,-8,-28,54.4,270,-Z,COP-R3-0217,8,UNKNOWN,UNKNOWN
257,COP-R3-0273,BR-04x06-H096,c0,68,-28,54.4,0,-Z,COP-R3-0220;COP-R3-0229;COP-R3-0231;COP-R3-0232,6,UNKNOWN,UNKNOWN
258,COP-R3-0237,BR-04x06-H096,c0,-100,-12,54.4,0,-Z,COP-R3-0200;COP-R3-0202;COP-R3-0203;COP-R3-0204,20,UNKNOWN,UNKNOWN
259,COP-R3-0266,BR-04x06-H096,c0,28,-12,54.4,0,-Z,COP-R3-0220,8,UNKNOWN,UNKNOWN
260,COP-R3-0267,CT-16C-H096-4ed4585c23,c0,32,-4,54.4,180,-Z,COP-R3-0220,2,UNKNOWN,UNKNOWN
261,COP-R3-0277,BR-04x06-H096,c0,100,-4,54.4,0,-Z,COP-R3-0232;COP-R3-0233;COP-R3-0234;COP-R3-0235,16,UNKNOWN,UNKNOWN
262,COP-R3-0281,BR-01x08-H096,c0,120,-4,54.4,0,-Z,COP-R3-0235,8,UNKNOWN,UNKNOWN
263,COP-R3-0251,CT-13C-H096-801b39afdd,c0,-40,4,54.4,0,-Z,COP-R3-0204,4,UNKNOWN,UNKNOWN
264,COP-R3-0254,BR-04x06-H096,c0,-12,4,54.4,270,-Z,COP-R3-0204;COP-R3-0213;COP-R3-0217;COP-R3-0218;COP-R3-0220,16,UNKNOWN,UNKNOWN
265,COP-R3-0236,BR-01x04-H096,c0,-120,12,54.4,0,-Z,COP-R3-0200,4,UNKNOWN,UNKNOWN
266,COP-R3-0241,BR-04x06-H096,c0,-68,12,54.4,0,-Z,COP-R3-0201;COP-R3-0204,10,UNKNOWN,UNKNOWN
267,COP-R3-0274,BR-04x06-H096,c0,68,20,54.4,0,-Z,COP-R3-0220;COP-R3-0227;COP-R3-0229;COP-R3-0232,10,UNKNOWN,UNKNOWN
268,COP-R3-0238,BR-04x04-H096,c0,-100,28,54.4,0,-Z,COP-R3-0200;COP-R3-0201,12,UNKNOWN,UNKNOWN
269,COP-R3-0252,CT-10C-H096-b3692aef1c,c0,-28,28,54.4,270,-Z,COP-R3-0218,2,UNKNOWN,UNKNOWN
270,COP-R3-0278,BR-02x04-H096,c0,100,28,54.4,270,-Z,COP-R3-0227;COP-R3-0234;COP-R3-0235,6,UNKNOWN,UNKNOWN
271,COP-R3-0261,BR-04x06-H096,c0,20,36,54.4,270,-Z,COP-R3-0218,4,UNKNOWN,UNKNOWN
272,COP-R3-0279,CT-06C-H096-6fa6c35f3e,c0,104,36,54.4,270,-Z,COP-R3-0227,3,UNKNOWN,UNKNOWN
273,COP-R3-0242,BR-02x03-H096,c0,-76,48,54.4,0,-Z,COP-R3-0201;COP-R3-0206,6,UNKNOWN,UNKNOWN
274,COP-R3-0246,BR-04x04-H096,c0,-52,52,54.4,0,-Z,COP-R3-0206;COP-R3-0209,8,UNKNOWN,UNKNOWN
275,COP-R3-0271,BR-02x06-H096,c0,68,52,54.4,270,-Z,COP-R3-0225;COP-R3-0228,8,UNKNOWN,UNKNOWN
276,COP-R3-0255,BR-04x06-H096,c0,-20,60,54.4,0,-Z,COP-R3-0209;COP-R3-0212;COP-R3-0218,13,UNKNOWN,UNKNOWN
277,COP-R3-0262,BR-04x06-H096,c0,20,68,54.4,270,-Z,COP-R3-0212;COP-R3-0218;COP-R3-0223,13,UNKNOWN,UNKNOWN
278,COP-R3-0272,BR-02x02-H096,c0,52,68,54.4,0,-Z,COP-R3-0225,4,UNKNOWN,UNKNOWN
279,COP-R3-0247,BR-01x02-H096,c0,-60,72,54.4,270,-Z,COP-R3-0209,2,UNKNOWN,UNKNOWN
280,COP-R3-0253,CT-07C-H096-8db0b03e41,c0,-40,80,54.4,0,-Z,COP-R3-0209;COP-R3-0212,3,UNKNOWN,UNKNOWN
281,COP-R3-0259,BR-01x09-H096,c0,8,88,54.4,270,-Z,COP-R3-0212;COP-R3-0223,9,UNKNOWN,UNKNOWN
282,COP-R3-0297,BR-01x03-H096,c2,-24,-96,64.0,270,-Z,COP-R3-0249;COP-R3-0256,3,UNKNOWN,UNKNOWN
283,COP-R3-0300,BR-01x03-H096,c1,0,-96,64.0,270,-Z,COP-R3-0260,3,UNKNOWN,UNKNOWN
284,COP-R3-0307,BR-01x03-H096,c2,24,-96,64.0,270,-Z,COP-R3-0265,3,UNKNOWN,UNKNOWN
285,COP-R3-0294,CT-06C-H096-834a107884,c1,-40,-88,64.0,0,-Z,COP-R3-0244;COP-R3-0249,6,UNKNOWN,UNKNOWN
286,COP-R3-0298,BR-01x02-H096,c0,-20,-88,64.0,270,-Z,COP-R3-0257,2,UNKNOWN,UNKNOWN
287,COP-R3-0306,BR-01x03-H096,c0,16,-88,64.0,270,-Z,COP-R3-0263,3,UNKNOWN,UNKNOWN
288,COP-R3-0309,CT-04C-H096-c7f6e1087d,c1,36,-88,64.0,180,-Z,COP-R3-0268,4,UNKNOWN,UNKNOWN
289,COP-R3-0291,BR-02x02-H096,c1,-60,-76,64.0,0,-Z,COP-R3-0244,4,UNKNOWN,UNKNOWN
290,COP-R3-0295,CT-03C-H096-c1d6f05dcc,c0,-44,-76,64.0,180,-Z,COP-R3-0250,3,UNKNOWN,UNKNOWN
291,COP-R3-0310,CT-03C-H096-c1d6f05dcc,c0,36,-76,64.0,270,-Z,COP-R3-0264;COP-R3-0269,3,UNKNOWN,UNKNOWN
292,COP-R3-0311,BR-02x04-H096,c1,60,-76,64.0,270,-Z,COP-R3-0270,8,UNKNOWN,UNKNOWN
293,COP-R3-0288,BR-01x02-H096,c0,-80,-60,64.0,0,-Z,COP-R3-0239;COP-R3-0240,2,UNKNOWN,UNKNOWN
294,COP-R3-0290,CT-03C-H096-c1d6f05dcc,c1,-68,-60,64.0,0,-Z,COP-R3-0240;COP-R3-0243,3,UNKNOWN,UNKNOWN
295,COP-R3-0292,CT-03C-H096-c1d6f05dcc,c0,-60,-60,64.0,180,-Z,COP-R3-0245;COP-R3-0248,3,UNKNOWN,UNKNOWN
296,COP-R3-0301,BR-02x08-H096,c0,-4,-60,64.0,0,-Z,COP-R3-0257;COP-R3-0258,16,UNKNOWN,UNKNOWN
297,COP-R3-0313,BR-01x02-H096,c0,64,-60,64.0,0,-Z,COP-R3-0269,2,UNKNOWN,UNKNOWN
298,COP-R3-0316,BR-01x02-H096,c1,72,-60,64.0,0,-Z,COP-R3-0270;COP-R3-0275,2,UNKNOWN,UNKNOWN
299,COP-R3-0317,BR-02x02-H096,c0,84,-60,64.0,0,-Z,COP-R3-0275,4,UNKNOWN,UNKNOWN
300,COP-R3-0285,BR-02x06-H096,c0,-92,-44,64.0,0,-Z,COP-R3-0237;COP-R3-0239,12,UNKNOWN,UNKNOWN
301,COP-R3-0318,BR-02x04-H096,c0,92,-44,64.0,270,-Z,COP-R3-0273;COP-R3-0276;COP-R3-0280,8,UNKNOWN,UNKNOWN
302,COP-R3-0320,BR-02x04-H096,c0,108,-28,64.0,270,-Z,COP-R3-0276;COP-R3-0277;COP-R3-0280;COP-R3-0281,8,UNKNOWN,UNKNOWN
303,COP-R3-0302,BR-02x02-H096,c0,-4,-20,64.0,0,-Z,COP-R3-0258,4,UNKNOWN,UNKNOWN
304,COP-R3-0283,BR-02x08-H096,c0,-108,-4,64.0,0,-Z,COP-R3-0237;COP-R3-0238,16,UNKNOWN,UNKNOWN
305,COP-R3-0286,BR-01x02-H096,c0,-96,-4,64.0,0,-Z,COP-R3-0237,2,UNKNOWN,UNKNOWN
306,COP-R3-0287,BR-02x08-H096,c0,-60,-4,64.0,270,-Z,COP-R3-0237;COP-R3-0241;COP-R3-0251;COP-R3-0254,16,UNKNOWN,UNKNOWN
307,COP-R3-0299,BR-02x03-H096,c0,-16,-4,64.0,270,-Z,COP-R3-0254,6,UNKNOWN,UNKNOWN
308,COP-R3-0305,BR-02x08-H096,c0,28,-4,64.0,270,-Z,COP-R3-0254;COP-R3-0266;COP-R3-0267;COP-R3-0273;COP-R3-0274,16,UNKNOWN,UNKNOWN
309,COP-R3-0314,BR-02x06-H096,c0,84,-4,64.0,270,-Z,COP-R3-0273;COP-R3-0274;COP-R3-0277,12,UNKNOWN,UNKNOWN
310,COP-R3-0322,BR-02x08-H096,c0,116,12,64.0,0,-Z,COP-R3-0277;COP-R3-0278;COP-R3-0279;COP-R3-0281,16,UNKNOWN,UNKNOWN
311,COP-R3-0282,BR-01x02-H096,c0,-120,20,64.0,0,-Z,COP-R3-0236,2,UNKNOWN,UNKNOWN
312,COP-R3-0284,BR-02x06-H096,c0,-92,36,64.0,270,-Z,COP-R3-0238;COP-R3-0241;COP-R3-0242,12,UNKNOWN,UNKNOWN
313,COP-R3-0303,BR-02x08-H096,c0,-4,36,64.0,0,-Z,COP-R3-0252;COP-R3-0254;COP-R3-0255;COP-R3-0261;COP-R3-0262,16,UNKNOWN,UNKNOWN
314,COP-R3-0321,BR-02x02-H096,c0,100,36,64.0,0,-Z,COP-R3-0278;COP-R3-0279,4,UNKNOWN,UNKNOWN
315,COP-R3-0319,BR-02x04-H096,c0,84,44,64.0,0,-Z,COP-R3-0271;COP-R3-0274;COP-R3-0278;COP-R3-0279,8,UNKNOWN,UNKNOWN
316,COP-R3-0289,BR-02x04-H096,c0,-68,52,64.0,270,-Z,COP-R3-0242;COP-R3-0246,8,UNKNOWN,UNKNOWN
317,COP-R3-0315,BR-02x02-H096,c0,68,52,64.0,0,-Z,COP-R3-0271,4,UNKNOWN,UNKNOWN
318,COP-R3-0293,BR-02x04-H096,c0,-52,68,64.0,270,-Z,COP-R3-0246;COP-R3-0247;COP-R3-0253,8,UNKNOWN,UNKNOWN
319,COP-R3-0312,BR-02x04-H096,c0,60,68,64.0,270,-Z,COP-R3-0272,4,UNKNOWN,UNKNOWN
320,COP-R3-0304,BR-01x02-H096,c0,-4,72,64.0,270,-Z,COP-R3-0255;COP-R3-0262,2,UNKNOWN,UNKNOWN
321,COP-R3-0296,BR-02x08-H096,c0,-20,84,64.0,270,-Z,COP-R3-0253;COP-R3-0255;COP-R3-0259;COP-R3-0262,16,UNKNOWN,UNKNOWN
322,COP-R3-0308,CT-14C-H096-2372a156c3,c0,36,88,64.0,90,-Z,COP-R3-0259;COP-R3-0262,8,UNKNOWN,UNKNOWN
323,COP-R3-0338,BR-01x03-H096,c2,-24,-96,73.6,270,-Z,COP-R3-0297,3,UNKNOWN,UNKNOWN
324,COP-R3-0343,BR-01x03-H096,c1,0,-96,73.6,270,-Z,COP-R3-0300,3,UNKNOWN,UNKNOWN
325,COP-R3-0351,BR-01x03-H096,c2,24,-96,73.6,270,-Z,COP-R3-0307,3,UNKNOWN,UNKNOWN
326,COP-R3-0334,CT-07C-H096-e10d9a04a7,c1,-40,-88,73.6,0,-Z,COP-R3-0294;COP-R3-0295,7,UNKNOWN,UNKNOWN
327,COP-R3-0341,BR-01x02-H096,c0,-20,-88,73.6,270,-Z,COP-R3-0298,2,UNKNOWN,UNKNOWN
328,COP-R3-0349,BR-01x03-H096,c0,16,-88,73.6,270,-Z,COP-R3-0306,3,UNKNOWN,UNKNOWN
329,COP-R3-0353,CT-04C-H096-c7f6e1087d,c1,36,-88,73.6,180,-Z,COP-R3-0309,4,UNKNOWN,UNKNOWN
330,COP-R3-0331,BR-02x02-H096,c1,-60,-76,73.6,0,-Z,COP-R3-0291,4,UNKNOWN,UNKNOWN
331,COP-R3-0344,BR-02x04-H096,c0,-4,-76,73.6,0,-Z,COP-R3-0301,8,UNKNOWN,UNKNOWN
332,COP-R3-0354,CT-03C-H096-c1d6f05dcc,c0,36,-76,73.6,270,-Z,COP-R3-0310,3,UNKNOWN,UNKNOWN
333,COP-R3-0356,BR-02x02-H096,c1,52,-76,73.6,0,-Z,COP-R3-0311,4,UNKNOWN,UNKNOWN
334,COP-R3-0335,BR-01x02-H096,c0,-44,-72,73.6,270,-Z,COP-R3-0295,2,UNKNOWN,UNKNOWN
335,COP-R3-0359,CT-09C-H096-10fa964061,c1,68,-64,73.6,180,-Z,COP-R3-0311;COP-R3-0313;COP-R3-0316,8,UNKNOWN,UNKNOWN
336,COP-R3-0328,BR-01x02-H096,c0,-80,-60,73.6,0,-Z,COP-R3-0288,2,UNKNOWN,UNKNOWN
337,COP-R3-0330,CT-03C-H096-c1d6f05dcc,c1,-68,-60,73.6,0,-Z,COP-R3-0290,3,UNKNOWN,UNKNOWN
338,COP-R3-0332,CT-03C-H096-c1d6f05dcc,c0,-60,-60,73.6,180,-Z,COP-R3-0292,3,UNKNOWN,UNKNOWN
339,COP-R3-0345,BR-01x02-H096,c0,-4,-56,73.6,270,-Z,COP-R3-0301,2,UNKNOWN,UNKNOWN
340,COP-R3-0327,BR-02x06-H096,c0,-92,-44,73.6,0,-Z,COP-R3-0285,12,UNKNOWN,UNKNOWN
341,COP-R3-0360,CT-07C-H096-d4c0928299,c0,76,-44,73.6,270,-Z,COP-R3-0318,4,UNKNOWN,UNKNOWN
342,COP-R3-0364,BR-02x04-H096,c0,100,-36,73.6,0,-Z,COP-R3-0318;COP-R3-0320,8,UNKNOWN,UNKNOWN
343,COP-R3-0323,BR-02x03-H096,c0,-108,-24,73.6,0,-Z,COP-R3-0283,6,UNKNOWN,UNKNOWN
344,COP-R3-0365,BR-01x03-H096,c0,112,-24,73.6,0,-Z,COP-R3-0320;COP-R3-0322,3,UNKNOWN,UNKNOWN
345,COP-R3-0346,BR-02x08-H096,c0,-4,-20,73.6,0,-Z,COP-R3-0299;COP-R3-0301;COP-R3-0302;COP-R3-0303;COP-R3-0305,16,UNKNOWN,UNKNOWN
346,COP-R3-0324,BR-02x08-H096,c0,-84,-4,73.6,270,-Z,COP-R3-0283;COP-R3-0286;COP-R3-0287,16,UNKNOWN,UNKNOWN
347,COP-R3-0336,BR-02x04-H096,c0,-36,-4,73.6,270,-Z,COP-R3-0287;COP-R3-0299,8,UNKNOWN,UNKNOWN
348,COP-R3-0342,BR-01x02-H096,c0,-16,-4,73.6,0,-Z,COP-R3-0299,2,UNKNOWN,UNKNOWN
349,COP-R3-0350,BR-02x06-H096,c0,28,-4,73.6,270,-Z,COP-R3-0305,12,UNKNOWN,UNKNOWN
350,COP-R3-0358,BR-02x08-H096,c0,84,-4,73.6,270,-Z,COP-R3-0305;COP-R3-0314;COP-R3-0322,16,UNKNOWN,UNKNOWN
351,COP-R3-0367,BR-01x08-H096,c0,120,-4,73.6,0,-Z,COP-R3-0320;COP-R3-0322,8,UNKNOWN,UNKNOWN
352,COP-R3-0325,BR-02x03-H096,c0,-108,16,73.6,0,-Z,COP-R3-0283,6,UNKNOWN,UNKNOWN
353,COP-R3-0347,BR-01x02-H096,c0,-4,16,73.6,270,-Z,COP-R3-0303,2,UNKNOWN,UNKNOWN
354,COP-R3-0366,BR-01x03-H096,c0,112,16,73.6,0,-Z,COP-R3-0322,3,UNKNOWN,UNKNOWN
355,COP-R3-0326,BR-02x06-H096,c0,-92,36,73.6,270,-Z,COP-R3-0284,12,UNKNOWN,UNKNOWN
356,COP-R3-0362,BR-02x06-H096,c0,100,36,73.6,270,-Z,COP-R3-0319;COP-R3-0321;COP-R3-0322,12,UNKNOWN,UNKNOWN
357,COP-R3-0329,BR-02x02-H096,c0,-76,52,73.6,0,-Z,COP-R3-0289,4,UNKNOWN,UNKNOWN
358,COP-R3-0348,BR-02x08-H096,c0,-4,52,73.6,0,-Z,COP-R3-0296;COP-R3-0303;COP-R3-0304,16,UNKNOWN,UNKNOWN
359,COP-R3-0363,BR-02x02-H096,c0,84,52,73.6,0,-Z,COP-R3-0319,4,UNKNOWN,UNKNOWN
360,COP-R3-0333,BR-02x04-H096,c0,-60,60,73.6,0,-Z,COP-R3-0289;COP-R3-0293,8,UNKNOWN,UNKNOWN
361,COP-R3-0361,BR-02x04-H096,c0,68,60,73.6,0,-Z,COP-R3-0312;COP-R3-0315,8,UNKNOWN,UNKNOWN
362,COP-R3-0337,BR-02x04-H096,c0,-44,76,73.6,0,-Z,COP-R3-0293;COP-R3-0296,8,UNKNOWN,UNKNOWN
363,COP-R3-0357,BR-02x04-H096,c0,52,76,73.6,0,-Z,COP-R3-0308;COP-R3-0312,8,UNKNOWN,UNKNOWN
364,COP-R3-0339,BR-01x02-H096,c0,-28,80,73.6,270,-Z,COP-R3-0296,2,UNKNOWN,UNKNOWN
365,COP-R3-0352,BR-01x02-H096,c0,20,80,73.6,270,-Z,COP-R3-0308,2,UNKNOWN,UNKNOWN
366,COP-R3-0355,BR-02x02-H096,c0,36,84,73.6,0,-Z,COP-R3-0308,4,UNKNOWN,UNKNOWN
367,COP-R3-0340,BR-02x08-H096,c0,-4,92,73.6,270,-Z,COP-R3-0296;COP-R3-0308,10,UNKNOWN,UNKNOWN
368,COP-R3-0383,BR-01x03-H096,c2,-24,-96,83.2,270,-Z,COP-R3-0338,3,UNKNOWN,UNKNOWN
369,COP-R3-0388,CT-07C-H096-19b018b623,c1,4,-92,83.2,270,-Z,COP-R3-0343;COP-R3-0344;COP-R3-0349,7,UNKNOWN,UNKNOWN
370,COP-R3-0394,CT-04C-H096-c7f6e1087d,c2,24,-92,83.2,90,-Z,COP-R3-0349;COP-R3-0351,4,UNKNOWN,UNKNOWN
371,COP-R3-0396,CT-04C-H096-c7f6e1087d,c1,36,-88,83.2,180,-Z,COP-R3-0353,4,UNKNOWN,UNKNOWN
372,COP-R3-0384,BR-01x02-H096,c1,-32,-84,83.2,0,-Z,COP-R3-0334,1,UNKNOWN,UNKNOWN
373,COP-R3-0385,CT-05C-H096-d1758b0b33,c0,-24,-80,83.2,270,-Z,COP-R3-0341,2,UNKNOWN,UNKNOWN
374,COP-R3-0378,BR-02x04-H096,c1,-52,-76,83.2,270,-Z,COP-R3-0331;COP-R3-0334;COP-R3-0335,8,UNKNOWN,UNKNOWN
375,COP-R3-0397,CT-03C-H096-c1d6f05dcc,c0,36,-76,83.2,270,-Z,COP-R3-0354,3,UNKNOWN,UNKNOWN
